confidence,end_seconds,label,label_type,local_path,segment_id,source_group,split,start_seconds
0.844554,153.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00150000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,150.0
0.842569,165.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00162000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,162.0
0.839479,69.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00066000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,66.0
0.824435,114.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00111000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,111.0
0.804017,126.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00123000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,123.0
0.763875,162.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00159000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,159.0
0.758371,24.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00021000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,21.0
0.755132,99.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00096000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,96.0
0.750387,63.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00060000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,60.0
0.747899,78.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00075000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,75.0
0.74197,51.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00048000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,48.0
0.732869,36.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00033000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,33.0
0.702466,72.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00069000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,69.0
0.635265,12.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00009000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,9.0
0.618091,54.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00051000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,51.0
0.588441,120.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00117000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,117.0
0.564224,138.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00135000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,135.0
0.561181,144.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00141000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,141.0
0.560287,27.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00024000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,24.0
0.533396,180.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00177000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,177.0
0.525772,171.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00168000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,168.0
0.476821,60.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00057000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,57.0
0.472807,147.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00144000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,144.0
0.318933,42.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00039000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,39.0
0.280045,108.0,珠颈斑鸠,birdnet_candidate_needs_listening,D:\C\Desktop\ai\xykw\data\XC999942 - 珠颈斑鸠 - Spilopelia chinensis.mp3,pos_acc261154a02_00105000,acc261154a023463ec5b9adabc725d51548eb4b4c2cac8a8efee00fc2e9a4418,test,105.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\distant_traffic\freesound_818390.mp3,neg_e23336646173_00000000,e23336646173ebf400f6087a7d37c5d50441e39d627d25fd7a4788110dbb720a,validation,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\rain_water_park\freesound_521388.mp3,neg_ede924edb7a4_00000000,ede924edb7a4c03eb893468f93cf3b69e5a6f0ac30ff70f0146520a87d7b7de2,test,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\rain_water_park\freesound_569803.mp3,neg_b8f9b2d92344_00000000,b8f9b2d923441450e6329ec68614ce2385c7a0f8f76e0a703dbfcba7bbd396ab,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\rain_water_park\freesound_848492.mp3,neg_e7914eb0740f_00000000,e7914eb0740f1c6ad60031d745c7c68f857377e78dac3cd3db94761f48794fd2,test,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\wind_trees\freesound_243881.mp3,neg_e048a0af841d_00000000,e048a0af841ddcb65c09e7857d5e217fcc3fd719afb3b4151f7ff51950ffab30,validation,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\wind_trees\freesound_243883.mp3,neg_92700390cbfe_00000000,92700390cbfed5f9ddb5ab54ac050bf495ebb727a4fef13ddca5ed6ffad6c462,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\distant_traffic\freesound_459464.mp3,neg_1658cb4cdd34_00000000,1658cb4cdd34ec1ea3941b370c77dd4beb09d52a2b1c2b6d42455aafbc9d84a7,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\distant_traffic\freesound_569176.mp3,neg_6f6016b0b36e_00000000,6f6016b0b36e9d4b04681c2a329dc1669bb853bea76ec2d9e63bd95118784cc1,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\distant_traffic\freesound_680627.mp3,neg_7d7f92da951d_00000000,7d7f92da951dff7dde1639943b0f7d2aefbca901010337edafe94a000594e8f3,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\distant_traffic\freesound_776260.mp3,neg_5e26de418c6a_00000000,5e26de418c6a03b18b182a0399793cf01e92336af33f54fc15d56759414c3284,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\distant_traffic\freesound_838794.mp3,neg_93e7d1bfb220_00000000,93e7d1bfb220c20e2b22316b9889cb5b9167019536de353ff057cb51cdd2b393,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\distant_traffic\freesound_846302.mp3,neg_71138c0b8378_00000000,71138c0b8378927f9d92a2cd666ca695766be5d96271b67d5d45a9d053f22730,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\rain_water_park\freesound_232204.mp3,neg_77c12a02f3c7_00000000,77c12a02f3c77c6f6cb9db1d17c9a0849ef8143c2aaaf5c21cc279b72d7777fe,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\rain_water_park\freesound_398740.mp3,neg_4e9c8c288479_00000000,4e9c8c288479301d0398f5f2102c637e4c13d2c0c3d6865798a903ca02387295,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\rain_water_park\freesound_521841.mp3,neg_681b0361e730_00000000,681b0361e7300d130f47c1b25b0ddc78daf43486603a11aeecaec80feae86aca,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\rain_water_park\freesound_582921.mp3,neg_9fde9069263f_00000000,9fde9069263fc311c9ee372ac9efdf865c4203ca8b66fffb00bb98aef7ea8aa1,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\rain_water_park\freesound_636568.mp3,neg_796c898635d5_00000000,796c898635d5e9df8ef89992e0c93ed2da6453ac078a9acdcf4a69e3dc7bc1ef,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\wind_trees\freesound_243880.mp3,neg_799ba9bdea5c_00000000,799ba9bdea5cf0ab0c3f7dd2f4242dada56f6abbf115c9a99c28ebb53a83239e,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\wind_trees\freesound_243882.mp3,neg_5e6abce47d8c_00000000,5e6abce47d8c84a94095a15352d0a23bcc800bd683deda32826571e0d9fa9238,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\wind_trees\freesound_259968.mp3,neg_dae9bdd6417c_00000000,dae9bdd6417c9fba83a5662b8f50bf893442ffb0397dac524a7a783a4bb022df,validation,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\wind_trees\freesound_376534.mp3,neg_2542f7f1fe33_00000000,2542f7f1fe333b8ab74c65cd59570e77cf75a775cb0bf7e69f4ec21ea7183a95,train,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\wind_trees\freesound_529779.mp3,neg_ed490dc69587_00000000,ed490dc695877cc5583bd57079d835b723378d4c9437738dbfa0012e596070e4,test,0.0
,3.0,background,background_candidate_needs_listening,data\raw\freesound\previews\wind_trees\freesound_656899.mp3,neg_73ff62119b2c_00000000,73ff62119b2c6e1541cd9f4177433b8bffa448b3fc76d3873bcd756be8ee8225,train,0.0
