mixture_path,scenario,expected_species_zh,candidate_species_zh,candidate_birdnet_label,confidence,rank,is_expected,displayed
data/interim/challenge_2026_multibird_mixtures/overlap_three_equal/040__白头鹎__红嘴蓝鹊__乌鸫.wav,overlap_three_equal,白头鹎|红嘴蓝鹊|乌鸫,白腹鸫,Turdus pallidus_Pale Thrush,0.013817,7,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_three_equal/040__白头鹎__红嘴蓝鹊__乌鸫.wav,overlap_three_equal,白头鹎|红嘴蓝鹊|乌鸫,红隼,Falco tinnunculus_Eurasian Kestrel,0.013612,8,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_three_equal/040__白头鹎__红嘴蓝鹊__乌鸫.wav,overlap_three_equal,白头鹎|红嘴蓝鹊|乌鸫,黄鹂,Oriolus chinensis_Black-naped Oriole,0.01361,9,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_three_equal/040__白头鹎__红嘴蓝鹊__乌鸫.wav,overlap_three_equal,白头鹎|红嘴蓝鹊|乌鸫,极北柳莺,Phylloscopus borealis_Arctic Warbler,0.011249,10,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_equal/041__红嘴蓝鹊__鹊鸲.wav,overlap_equal,红嘴蓝鹊|鹊鸲,鹊鸲,Copsychus saularis_Oriental Magpie-Robin,0.266883,1,True,True
data/interim/challenge_2026_multibird_mixtures/overlap_equal/041__红嘴蓝鹊__鹊鸲.wav,overlap_equal,红嘴蓝鹊|鹊鸲,红嘴蓝鹊,Urocissa erythroryncha_Red-billed Blue-Magpie,0.016874,2,True,False
data/interim/challenge_2026_multibird_mixtures/overlap_equal/041__红嘴蓝鹊__鹊鸲.wav,overlap_equal,红嘴蓝鹊|鹊鸲,乌鸫,Turdus mandarinus_Chinese Blackbird,0.012232,3,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_6db/042__红嘴蓝鹊__鹊鸲.wav,overlap_secondary_minus_6db,红嘴蓝鹊|鹊鸲,鹊鸲,Copsychus saularis_Oriental Magpie-Robin,0.081306,1,True,True
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_6db/042__红嘴蓝鹊__鹊鸲.wav,overlap_secondary_minus_6db,红嘴蓝鹊|鹊鸲,红嘴蓝鹊,Urocissa erythroryncha_Red-billed Blue-Magpie,0.038387,2,True,False
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_12db/043__红嘴蓝鹊__鹊鸲.wav,overlap_secondary_minus_12db,红嘴蓝鹊|鹊鸲,红嘴蓝鹊,Urocissa erythroryncha_Red-billed Blue-Magpie,0.118282,1,True,True
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_12db/043__红嘴蓝鹊__鹊鸲.wav,overlap_secondary_minus_12db,红嘴蓝鹊|鹊鸲,鹊鸲,Copsychus saularis_Oriental Magpie-Robin,0.017903,2,True,False
data/interim/challenge_2026_multibird_mixtures/sequential_equal/044__红嘴蓝鹊__鹊鸲.wav,sequential_equal,红嘴蓝鹊|鹊鸲,鹊鸲,Copsychus saularis_Oriental Magpie-Robin,0.995442,1,True,True
data/interim/challenge_2026_multibird_mixtures/sequential_equal/044__红嘴蓝鹊__鹊鸲.wav,sequential_equal,红嘴蓝鹊|鹊鸲,红嘴蓝鹊,Urocissa erythroryncha_Red-billed Blue-Magpie,0.651514,2,True,True
data/interim/challenge_2026_multibird_mixtures/sequential_equal/044__红嘴蓝鹊__鹊鸲.wav,sequential_equal,红嘴蓝鹊|鹊鸲,蓝矶鸫,Monticola solitarius_Blue Rock-Thrush,0.015015,3,False,False
data/interim/challenge_2026_multibird_mixtures/sequential_equal/044__红嘴蓝鹊__鹊鸲.wav,sequential_equal,红嘴蓝鹊|鹊鸲,乌鸫,Turdus mandarinus_Chinese Blackbird,0.01217,4,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_three_equal/045__红嘴蓝鹊__鹊鸲__喜鹊.wav,overlap_three_equal,红嘴蓝鹊|鹊鸲|喜鹊,喜鹊,Pica serica_Oriental Magpie,0.033913,1,True,False
data/interim/challenge_2026_multibird_mixtures/overlap_three_equal/045__红嘴蓝鹊__鹊鸲__喜鹊.wav,overlap_three_equal,红嘴蓝鹊|鹊鸲|喜鹊,红隼,Falco tinnunculus_Eurasian Kestrel,0.015246,2,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_three_equal/045__红嘴蓝鹊__鹊鸲__喜鹊.wav,overlap_three_equal,红嘴蓝鹊|鹊鸲|喜鹊,鹊鸲,Copsychus saularis_Oriental Magpie-Robin,0.012839,3,True,False
data/interim/challenge_2026_multibird_mixtures/overlap_equal/046__鹊鸲__麻雀.wav,overlap_equal,鹊鸲|麻雀,鹊鸲,Copsychus saularis_Oriental Magpie-Robin,0.518176,1,True,True
data/interim/challenge_2026_multibird_mixtures/overlap_equal/046__鹊鸲__麻雀.wav,overlap_equal,鹊鸲|麻雀,麻雀,Passer montanus_Eurasian Tree Sparrow,0.063701,2,True,True
data/interim/challenge_2026_multibird_mixtures/overlap_equal/046__鹊鸲__麻雀.wav,overlap_equal,鹊鸲|麻雀,山麻雀,Passer cinnamomeus_Russet Sparrow,0.029396,3,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_6db/047__鹊鸲__麻雀.wav,overlap_secondary_minus_6db,鹊鸲|麻雀,鹊鸲,Copsychus saularis_Oriental Magpie-Robin,0.608935,1,True,True
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_6db/047__鹊鸲__麻雀.wav,overlap_secondary_minus_6db,鹊鸲|麻雀,麻雀,Passer montanus_Eurasian Tree Sparrow,0.010521,2,True,False
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_12db/048__鹊鸲__麻雀.wav,overlap_secondary_minus_12db,鹊鸲|麻雀,鹊鸲,Copsychus saularis_Oriental Magpie-Robin,0.841154,1,True,True
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_12db/048__鹊鸲__麻雀.wav,overlap_secondary_minus_12db,鹊鸲|麻雀,蓝矶鸫,Monticola solitarius_Blue Rock-Thrush,0.010298,2,False,False
data/interim/challenge_2026_multibird_mixtures/sequential_equal/049__鹊鸲__麻雀.wav,sequential_equal,鹊鸲|麻雀,鹊鸲,Copsychus saularis_Oriental Magpie-Robin,0.995435,1,True,True
data/interim/challenge_2026_multibird_mixtures/sequential_equal/049__鹊鸲__麻雀.wav,sequential_equal,鹊鸲|麻雀,麻雀,Passer montanus_Eurasian Tree Sparrow,0.891654,2,True,True
data/interim/challenge_2026_multibird_mixtures/sequential_equal/049__鹊鸲__麻雀.wav,sequential_equal,鹊鸲|麻雀,蓝矶鸫,Monticola solitarius_Blue Rock-Thrush,0.015121,3,False,False
data/interim/challenge_2026_multibird_mixtures/sequential_equal/049__鹊鸲__麻雀.wav,sequential_equal,鹊鸲|麻雀,乌鸫,Turdus mandarinus_Chinese Blackbird,0.012209,4,False,False
data/interim/challenge_2026_multibird_mixtures/sequential_equal/049__鹊鸲__麻雀.wav,sequential_equal,鹊鸲|麻雀,山麻雀,Passer cinnamomeus_Russet Sparrow,0.011537,5,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_three_equal/050__鹊鸲__麻雀__大杜鹃.wav,overlap_three_equal,鹊鸲|麻雀|大杜鹃,大杜鹃,Cuculus canorus_Common Cuckoo,0.807008,1,True,True
data/interim/challenge_2026_multibird_mixtures/overlap_three_equal/050__鹊鸲__麻雀__大杜鹃.wav,overlap_three_equal,鹊鸲|麻雀|大杜鹃,麻雀,Passer montanus_Eurasian Tree Sparrow,0.02749,2,True,False
data/interim/challenge_2026_multibird_mixtures/overlap_three_equal/050__鹊鸲__麻雀__大杜鹃.wav,overlap_three_equal,鹊鸲|麻雀|大杜鹃,蓝矶鸫,Monticola solitarius_Blue Rock-Thrush,0.016014,3,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_equal/051__麻雀__乌鸫.wav,overlap_equal,麻雀|乌鸫,麻雀,Passer montanus_Eurasian Tree Sparrow,0.414697,1,True,True
data/interim/challenge_2026_multibird_mixtures/overlap_equal/051__麻雀__乌鸫.wav,overlap_equal,麻雀|乌鸫,燕隼,Falco subbuteo_Eurasian Hobby,0.03025,2,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_equal/051__麻雀__乌鸫.wav,overlap_equal,麻雀|乌鸫,山麻雀,Passer cinnamomeus_Russet Sparrow,0.028285,3,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_equal/051__麻雀__乌鸫.wav,overlap_equal,麻雀|乌鸫,红嘴黑鹎,Hypsipetes leucocephalus_Black Bulbul,0.01007,4,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_6db/052__麻雀__乌鸫.wav,overlap_secondary_minus_6db,麻雀|乌鸫,麻雀,Passer montanus_Eurasian Tree Sparrow,0.416197,1,True,True
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_6db/052__麻雀__乌鸫.wav,overlap_secondary_minus_6db,麻雀|乌鸫,燕隼,Falco subbuteo_Eurasian Hobby,0.032392,2,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_6db/052__麻雀__乌鸫.wav,overlap_secondary_minus_6db,麻雀|乌鸫,山麻雀,Passer cinnamomeus_Russet Sparrow,0.01244,3,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_6db/052__麻雀__乌鸫.wav,overlap_secondary_minus_6db,麻雀|乌鸫,红隼,Falco tinnunculus_Eurasian Kestrel,0.010976,4,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_12db/053__麻雀__乌鸫.wav,overlap_secondary_minus_12db,麻雀|乌鸫,麻雀,Passer montanus_Eurasian Tree Sparrow,0.551621,1,True,True
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_12db/053__麻雀__乌鸫.wav,overlap_secondary_minus_12db,麻雀|乌鸫,红隼,Falco tinnunculus_Eurasian Kestrel,0.023534,2,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_secondary_minus_12db/053__麻雀__乌鸫.wav,overlap_secondary_minus_12db,麻雀|乌鸫,地啄木,Jynx torquilla_Eurasian Wryneck,0.013386,3,False,False
data/interim/challenge_2026_multibird_mixtures/sequential_equal/054__麻雀__乌鸫.wav,sequential_equal,麻雀|乌鸫,麻雀,Passer montanus_Eurasian Tree Sparrow,0.891854,1,True,True
data/interim/challenge_2026_multibird_mixtures/sequential_equal/054__麻雀__乌鸫.wav,sequential_equal,麻雀|乌鸫,乌鸫,Turdus mandarinus_Chinese Blackbird,0.759805,2,True,True
data/interim/challenge_2026_multibird_mixtures/sequential_equal/054__麻雀__乌鸫.wav,sequential_equal,麻雀|乌鸫,山麻雀,Passer cinnamomeus_Russet Sparrow,0.011581,3,False,False
data/interim/challenge_2026_multibird_mixtures/overlap_three_equal/055__麻雀__乌鸫__强脚树莺.wav,overlap_three_equal,麻雀|乌鸫|强脚树莺,强脚树莺,Horornis fortipes_Brownish-flanked Bush Warbler,0.955798,1,True,True
data/interim/challenge_2026_multibird_mixtures/overlap_three_equal/055__麻雀__乌鸫__强脚树莺.wav,overlap_three_equal,麻雀|乌鸫|强脚树莺,麻雀,Passer montanus_Eurasian Tree Sparrow,0.391722,2,True,True
data/interim/challenge_2026_multibird_mixtures/overlap_three_equal/055__麻雀__乌鸫__强脚树莺.wav,overlap_three_equal,麻雀|乌鸫|强脚树莺,棕脸鹟莺,Abroscopus albogularis_Rufous-faced Warbler,0.014847,3,False,False
