detection_id,recording_id,period,captured_at,local_path,relative_path,start_seconds,end_seconds,taxon_id,name_zh,scientific_name,birdnet_label,confidence,review_status,reviewer,review_notes
challenge_058fd808b73bfecb6f2c_spilopelia_chinensis_00039000,challenge_058fd808b73bfecb6f2c,2026B 0326-0401,2026-03-27T17:30:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260327_173002.wav,2026B 0326-0401/AAA001_20260327_173002.wav,39.0,42.0,spilopelia_chinensis,珠颈斑鸠,Spilopelia chinensis,Streptopelia chinensis_Spotted Dove,0.096456,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_058fd808b73bfecb6f2c_pycnonotus_sinensis_00039000,challenge_058fd808b73bfecb6f2c,2026B 0326-0401,2026-03-27T17:30:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260327_173002.wav,2026B 0326-0401/AAA001_20260327_173002.wav,39.0,42.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.068002,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_058fd808b73bfecb6f2c_spilopelia_chinensis_00042000,challenge_058fd808b73bfecb6f2c,2026B 0326-0401,2026-03-27T17:30:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260327_173002.wav,2026B 0326-0401/AAA001_20260327_173002.wav,42.0,45.0,spilopelia_chinensis,珠颈斑鸠,Spilopelia chinensis,Streptopelia chinensis_Spotted Dove,0.233873,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_058fd808b73bfecb6f2c_spilopelia_chinensis_00045000,challenge_058fd808b73bfecb6f2c,2026B 0326-0401,2026-03-27T17:30:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260327_173002.wav,2026B 0326-0401/AAA001_20260327_173002.wav,45.0,48.0,spilopelia_chinensis,珠颈斑鸠,Spilopelia chinensis,Streptopelia chinensis_Spotted Dove,0.211554,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_058fd808b73bfecb6f2c_spilopelia_chinensis_00048000,challenge_058fd808b73bfecb6f2c,2026B 0326-0401,2026-03-27T17:30:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260327_173002.wav,2026B 0326-0401/AAA001_20260327_173002.wav,48.0,51.0,spilopelia_chinensis,珠颈斑鸠,Spilopelia chinensis,Streptopelia chinensis_Spotted Dove,0.301725,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_058fd808b73bfecb6f2c_spilopelia_chinensis_00051000,challenge_058fd808b73bfecb6f2c,2026B 0326-0401,2026-03-27T17:30:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260327_173002.wav,2026B 0326-0401/AAA001_20260327_173002.wav,51.0,54.0,spilopelia_chinensis,珠颈斑鸠,Spilopelia chinensis,Streptopelia chinensis_Spotted Dove,0.127524,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_058fd808b73bfecb6f2c_spilopelia_chinensis_00054000,challenge_058fd808b73bfecb6f2c,2026B 0326-0401,2026-03-27T17:30:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260327_173002.wav,2026B 0326-0401/AAA001_20260327_173002.wav,54.0,57.0,spilopelia_chinensis,珠颈斑鸠,Spilopelia chinensis,Streptopelia chinensis_Spotted Dove,0.156569,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_058fd808b73bfecb6f2c_spilopelia_chinensis_00057000,challenge_058fd808b73bfecb6f2c,2026B 0326-0401,2026-03-27T17:30:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260327_173002.wav,2026B 0326-0401/AAA001_20260327_173002.wav,57.0,60.0,spilopelia_chinensis,珠颈斑鸠,Spilopelia chinensis,Streptopelia chinensis_Spotted Dove,0.225875,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_00f4871810c89ea1ab5a_copsychus_saularis_00024000,challenge_00f4871810c89ea1ab5a,2026B 0326-0401,2026-03-28T05:25:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_052502.wav,2026B 0326-0401/AAA001_20260328_052502.wav,24.0,27.0,copsychus_saularis,鹊鸲,Copsychus saularis,Copsychus saularis_Oriental Magpie-Robin,0.243226,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_00f4871810c89ea1ab5a_copsychus_saularis_00027000,challenge_00f4871810c89ea1ab5a,2026B 0326-0401,2026-03-28T05:25:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_052502.wav,2026B 0326-0401/AAA001_20260328_052502.wav,27.0,30.0,copsychus_saularis,鹊鸲,Copsychus saularis,Copsychus saularis_Oriental Magpie-Robin,0.543836,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_00f4871810c89ea1ab5a_turdus_mandarinus_00027000,challenge_00f4871810c89ea1ab5a,2026B 0326-0401,2026-03-28T05:25:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_052502.wav,2026B 0326-0401/AAA001_20260328_052502.wav,27.0,30.0,turdus_mandarinus,乌鸫,Turdus mandarinus,Turdus mandarinus_Chinese Blackbird,0.257743,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_00f4871810c89ea1ab5a_copsychus_saularis_00030000,challenge_00f4871810c89ea1ab5a,2026B 0326-0401,2026-03-28T05:25:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_052502.wav,2026B 0326-0401/AAA001_20260328_052502.wav,30.0,33.0,copsychus_saularis,鹊鸲,Copsychus saularis,Copsychus saularis_Oriental Magpie-Robin,0.789416,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_00f4871810c89ea1ab5a_copsychus_saularis_00033000,challenge_00f4871810c89ea1ab5a,2026B 0326-0401,2026-03-28T05:25:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_052502.wav,2026B 0326-0401/AAA001_20260328_052502.wav,33.0,36.0,copsychus_saularis,鹊鸲,Copsychus saularis,Copsychus saularis_Oriental Magpie-Robin,0.891664,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_00f4871810c89ea1ab5a_turdus_mandarinus_00033000,challenge_00f4871810c89ea1ab5a,2026B 0326-0401,2026-03-28T05:25:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_052502.wav,2026B 0326-0401/AAA001_20260328_052502.wav,33.0,36.0,turdus_mandarinus,乌鸫,Turdus mandarinus,Turdus mandarinus_Chinese Blackbird,0.103873,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_00f4871810c89ea1ab5a_copsychus_saularis_00036000,challenge_00f4871810c89ea1ab5a,2026B 0326-0401,2026-03-28T05:25:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_052502.wav,2026B 0326-0401/AAA001_20260328_052502.wav,36.0,39.0,copsychus_saularis,鹊鸲,Copsychus saularis,Copsychus saularis_Oriental Magpie-Robin,0.151069,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_00f4871810c89ea1ab5a_copsychus_saularis_00042000,challenge_00f4871810c89ea1ab5a,2026B 0326-0401,2026-03-28T05:25:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_052502.wav,2026B 0326-0401/AAA001_20260328_052502.wav,42.0,45.0,copsychus_saularis,鹊鸲,Copsychus saularis,Copsychus saularis_Oriental Magpie-Robin,0.408145,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_00f4871810c89ea1ab5a_copsychus_saularis_00048000,challenge_00f4871810c89ea1ab5a,2026B 0326-0401,2026-03-28T05:25:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_052502.wav,2026B 0326-0401/AAA001_20260328_052502.wav,48.0,51.0,copsychus_saularis,鹊鸲,Copsychus saularis,Copsychus saularis_Oriental Magpie-Robin,0.897645,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_00f4871810c89ea1ab5a_copsychus_saularis_00051000,challenge_00f4871810c89ea1ab5a,2026B 0326-0401,2026-03-28T05:25:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_052502.wav,2026B 0326-0401/AAA001_20260328_052502.wav,51.0,54.0,copsychus_saularis,鹊鸲,Copsychus saularis,Copsychus saularis_Oriental Magpie-Robin,0.726926,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_00f4871810c89ea1ab5a_copsychus_saularis_00057000,challenge_00f4871810c89ea1ab5a,2026B 0326-0401,2026-03-28T05:25:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_052502.wav,2026B 0326-0401/AAA001_20260328_052502.wav,57.0,60.0,copsychus_saularis,鹊鸲,Copsychus saularis,Copsychus saularis_Oriental Magpie-Robin,0.545053,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_00f4871810c89ea1ab5a_turdus_mandarinus_00057000,challenge_00f4871810c89ea1ab5a,2026B 0326-0401,2026-03-28T05:25:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_052502.wav,2026B 0326-0401/AAA001_20260328_052502.wav,57.0,60.0,turdus_mandarinus,乌鸫,Turdus mandarinus,Turdus mandarinus_Chinese Blackbird,0.140044,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_af1b3ea5a3e379b5fffa_pycnonotus_sinensis_00000000,challenge_af1b3ea5a3e379b5fffa,2026B 0326-0401,2026-03-28T11:35:03,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_113503.wav,2026B 0326-0401/AAA001_20260328_113503.wav,0.0,3.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.130782,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_af1b3ea5a3e379b5fffa_pycnonotus_sinensis_00054000,challenge_af1b3ea5a3e379b5fffa,2026B 0326-0401,2026-03-28T11:35:03,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_113503.wav,2026B 0326-0401/AAA001_20260328_113503.wav,54.0,57.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.12494,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_af1b3ea5a3e379b5fffa_pycnonotus_sinensis_00057000,challenge_af1b3ea5a3e379b5fffa,2026B 0326-0401,2026-03-28T11:35:03,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_113503.wav,2026B 0326-0401/AAA001_20260328_113503.wav,57.0,60.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.05843,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00000000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,0.0,3.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.290773,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00003000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,3.0,6.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.426894,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00006000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,6.0,9.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.170888,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00009000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,9.0,12.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.618788,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00012000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,12.0,15.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.658517,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00015000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,15.0,18.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.625147,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00018000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,18.0,21.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.119289,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00021000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,21.0,24.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.795139,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00024000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,24.0,27.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.449743,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00027000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,27.0,30.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.158416,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00030000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,30.0,33.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.444664,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00033000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,33.0,36.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.278247,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_turdus_mandarinus_00033000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,33.0,36.0,turdus_mandarinus,乌鸫,Turdus mandarinus,Turdus mandarinus_Chinese Blackbird,0.208155,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00036000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,36.0,39.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.253974,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00039000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,39.0,42.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.360064,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00042000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,42.0,45.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.611108,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00045000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,45.0,48.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.389507,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00048000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,48.0,51.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.364045,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00051000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,51.0,54.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.765551,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_pycnonotus_sinensis_00054000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,54.0,57.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.826617,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_cbeb5089229c3cdca7ef_lanius_schach_00054000,challenge_cbeb5089229c3cdca7ef,2026B 0326-0401,2026-03-28T17:20:01,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260328_172001.wav,2026B 0326-0401/AAA001_20260328_172001.wav,54.0,57.0,lanius_schach,棕背伯劳,Lanius schach,Lanius schach_Long-tailed Shrike,0.050393,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_1b00eded29e91fe8a83c_turdus_mandarinus_00021000,challenge_1b00eded29e91fe8a83c,2026B 0326-0401,2026-03-29T05:15:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260329_051504.wav,2026B 0326-0401/AAA001_20260329_051504.wav,21.0,24.0,turdus_mandarinus,乌鸫,Turdus mandarinus,Turdus mandarinus_Chinese Blackbird,0.058573,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_bdec3daf37386022ebe5_copsychus_saularis_00054000,challenge_bdec3daf37386022ebe5,2026B 0326-0401,2026-03-29T11:25:02,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260329_112502.wav,2026B 0326-0401/AAA001_20260329_112502.wav,54.0,57.0,copsychus_saularis,鹊鸲,Copsychus saularis,Copsychus saularis_Oriental Magpie-Robin,0.097411,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_bf4a9c898aa7fac4399f_spilopelia_chinensis_00000000,challenge_bf4a9c898aa7fac4399f,2026B 0326-0401,2026-03-29T17:10:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260329_171004.wav,2026B 0326-0401/AAA001_20260329_171004.wav,0.0,3.0,spilopelia_chinensis,珠颈斑鸠,Spilopelia chinensis,Streptopelia chinensis_Spotted Dove,0.278057,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_bf4a9c898aa7fac4399f_spilopelia_chinensis_00003000,challenge_bf4a9c898aa7fac4399f,2026B 0326-0401,2026-03-29T17:10:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260329_171004.wav,2026B 0326-0401/AAA001_20260329_171004.wav,3.0,6.0,spilopelia_chinensis,珠颈斑鸠,Spilopelia chinensis,Streptopelia chinensis_Spotted Dove,0.065165,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_bf4a9c898aa7fac4399f_spilopelia_chinensis_00006000,challenge_bf4a9c898aa7fac4399f,2026B 0326-0401,2026-03-29T17:10:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260329_171004.wav,2026B 0326-0401/AAA001_20260329_171004.wav,6.0,9.0,spilopelia_chinensis,珠颈斑鸠,Spilopelia chinensis,Streptopelia chinensis_Spotted Dove,0.130438,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_bf4a9c898aa7fac4399f_spilopelia_chinensis_00009000,challenge_bf4a9c898aa7fac4399f,2026B 0326-0401,2026-03-29T17:10:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260329_171004.wav,2026B 0326-0401/AAA001_20260329_171004.wav,9.0,12.0,spilopelia_chinensis,珠颈斑鸠,Spilopelia chinensis,Streptopelia chinensis_Spotted Dove,0.28253,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_bf4a9c898aa7fac4399f_spilopelia_chinensis_00012000,challenge_bf4a9c898aa7fac4399f,2026B 0326-0401,2026-03-29T17:10:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260329_171004.wav,2026B 0326-0401/AAA001_20260329_171004.wav,12.0,15.0,spilopelia_chinensis,珠颈斑鸠,Spilopelia chinensis,Streptopelia chinensis_Spotted Dove,0.940868,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_bf4a9c898aa7fac4399f_spilopelia_chinensis_00015000,challenge_bf4a9c898aa7fac4399f,2026B 0326-0401,2026-03-29T17:10:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260329_171004.wav,2026B 0326-0401/AAA001_20260329_171004.wav,15.0,18.0,spilopelia_chinensis,珠颈斑鸠,Spilopelia chinensis,Streptopelia chinensis_Spotted Dove,0.366341,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_bf4a9c898aa7fac4399f_spilopelia_chinensis_00018000,challenge_bf4a9c898aa7fac4399f,2026B 0326-0401,2026-03-29T17:10:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260329_171004.wav,2026B 0326-0401/AAA001_20260329_171004.wav,18.0,21.0,spilopelia_chinensis,珠颈斑鸠,Spilopelia chinensis,Streptopelia chinensis_Spotted Dove,0.288108,pending,,BirdNET候选；人工回听前不作为物种事实。
challenge_bf4a9c898aa7fac4399f_pycnonotus_sinensis_00027000,challenge_bf4a9c898aa7fac4399f,2026B 0326-0401,2026-03-29T17:10:04,E:\tmp\生声不息AI挑战资料\2026_07_31_生声不息AI挑战说明\2026B 0326-0401\AAA001_20260329_171004.wav,2026B 0326-0401/AAA001_20260329_171004.wav,27.0,30.0,pycnonotus_sinensis,白头鹎,Pycnonotus sinensis,Pycnonotus sinensis_Light-vented Bulbul,0.224256,pending,,BirdNET候选；人工回听前不作为物种事实。
