attribution_required,attribution_text,audio_format,audio_subtype,background_labels,birdnet_max_confidence,birdnet_target_detections,birdnet_top_species,bytes,category,category_name_zh,channels,clipping_sample_fraction,codec_stderr,collector_note,commercial_compatible,contains_speech,contains_target_species,current_path,dataset_key,decode_status,downloaded_at,duration_seconds,filename,frames,freesound_id,human_contains_speech,human_contains_target_species,human_final_class,human_review_notes,human_reviewed_at,human_reviewer,human_valid_intervals,indexed_at,intended_use,item_id,label_basis,label_source,license,license_code,license_label,local_path,metadata_bird_terms,metadata_speech_terms,mixture_hint,name,num_downloads,peak_dbfs,preview_kind,preview_sha256,preview_url,primary_label_weak,privacy_risk,provisional_class,quality_flag,quality_read_error,query,read_error,recording_id,review_notes,review_priority,review_reasons,review_recommendation,review_status,reviewed_class,reviewed_primary_label,rms_dbfs,samplerate,sha256,silent_block_fraction,sound_url,source,source_id,source_url,suffix,tags,username,valid_intervals
False,radio program footsteps by solarpsychedelic (CC0),,,,0.0,,,,people_footsteps,游客与脚步,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:06:06.157435+00:00,12.6634,,,745820,,,,,,,,,background_privacy_review,freesound_745820,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\people_footsteps\freesound_745820.mp3,,radio,,radio program footsteps,48,-1.512,hq-mp3,190a407b8f71237040233a6088d8da9b3824cf484fe7366e7992dc305732c391,https://cdn.freesound.org/previews/745/745820_8645255-hq.mp3,,medium,background_privacy_review,usable_level_candidate,,footsteps outdoor field-recording -music -synthetic,,,,1,privacy_and_speech_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-26.635,48000.0,,0.0,https://freesound.org/s/745820/,freesound_public_web,,,,effects|feet|field-recording|floor|footsteps|fx|outdoor|shoes|sidewalk|sound|steps|walk|walking,solarpsychedelic,
False,Silent forest by ZHR%C3%98 (CC0),,,,0.0,,,,wind_trees,风与树叶,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T08:53:38.834958+00:00,39.4286,,,753418,,,,,,,,,background,freesound_753418,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_753418.mp3,birds,,,Silent forest,684,-20.359,hq-mp3,c43a195d989a24cf4e9da62eb8bc79f02c5cb4afb9b302275870fed952a9c507,https://cdn.freesound.org/previews/753/753418_10859468-hq.mp3,,low,background_candidate,very_quiet_review,,wind trees leaves field-recording -music -loop -synthetic,,,,1,audio_quality_check|metadata_mentions_birds,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-47.205,96000.0,,0.721519,https://freesound.org/s/753418/,freesound_public_web,,,,ambiance|ambience|ambient|atmosphere|background-sound|birds|field-recording|forest|leaves|loopable|nature|noise|silent|soundscape|trees|white|white-noise|wind,ZHR%C3%98,
True,Footsteps on Foliage - AmbiX_T036_Tr1_4_INV by mjf966 (CC-BY),,,,0.0,,,,people_footsteps,游客与脚步,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:05:33.759954+00:00,66.0,,,761636,,,,,,,,,background_privacy_review,freesound_761636,,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\people_footsteps\freesound_761636.mp3,,,,Footsteps on Foliage - AmbiX_T036_Tr1_4_INV,58,-5.147,hq-mp3,f7be540ba88ffd82e139fb3d47c85ae8a0ced419a6d9dfe8f226b33ff14a84d9,https://cdn.freesound.org/previews/761/761636_4619827-hq.mp3,,medium,background_privacy_review,usable_level_candidate,,footsteps outdoor field-recording -music -synthetic,,,,1,privacy_and_speech_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-41.173,48000.0,,0.051515,https://freesound.org/s/761636/,freesound_public_web,,,,AmbiX|ambisonic|feet|foley|foliage|foot|footstep|footsteps|outdoor|step|steps|walk|walking,mjf966,
True,Calm mumbling crowd with horse drawn carriage hooves and bells by imagefilm.berlin (CC-BY),,,,0.0,,,,people_footsteps,游客与脚步,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T08:50:26.850021+00:00,62.75,,,763506,,,,,,,,,background_privacy_review,freesound_763506,,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\people_footsteps\freesound_763506.mp3,,crowd|mumbling|people,,Calm mumbling crowd with horse drawn carriage hooves and bells,596,-8.067,hq-mp3,b1ab22e215d7f211545e51f4ce5e23e2842ae3d66dca35dc30387457a4777962,https://cdn.freesound.org/previews/763/763506_15939706-hq.mp3,,medium,background_privacy_review,usable_level_candidate,,outdoor people footsteps ambience field-recording -music,,,,1,privacy_and_speech_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-33.678,48000.0,,0.0,https://freesound.org/s/763506/,freesound_public_web,,,,ambiance|ambience|bell|bells|carriage|crowd|field|footsteps|historical|hooves|horse-drawn|horses|market|mumbling|open|organic|outdoor|people|recording|rural|scene|sounds|soundscape|waiting,imagefilm.berlin,
False,Three People Walking on Concrete – Group Footsteps by ZackSoundLab (CC0),,,,0.0,,,,people_footsteps,游客与脚步,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:03:19.543945+00:00,10.242,,,789609,,,,,,,,,background_privacy_review,freesound_789609,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\people_footsteps\freesound_789609.mp3,,crowd|people,,Three People Walking on Concrete – Group Footsteps,492,-4.472,hq-mp3,845985c17bde3a299674d72b213c9a0b905941ee091a2ce169f4ef5b61f38f80,https://cdn.freesound.org/previews/789/789609_15768996-hq.mp3,,medium,background_privacy_review,usable_level_candidate,,outdoor people footsteps ambience field-recording -music,,,,1,privacy_and_speech_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-34.913,48000.0,,0.504854,https://freesound.org/s/789609/,freesound_public_web,,,,ambience|city|concrete|crowd|foley|footsteps|group|movement|outdoor|pavement|shoes|walk|walking,ZackSoundLab,
True,AMBPubl_Public Square 03_KVV AUDIO_FREE by KVV_Audio (CC-BY),,,,0.0,,,,people_footsteps,游客与脚步,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:03:03.955016+00:00,30.0,,,828011,,,,,,,,,background_privacy_review,freesound_828011,,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\people_footsteps\freesound_828011.mp3,,crowd|people|talking,,AMBPubl_Public Square 03_KVV AUDIO_FREE,90,-9.637,hq-mp3,e287707f6116e3638ec1d85cd1e59dbdf5ad3940003773fd96d63e4bd8c24ff7,https://cdn.freesound.org/previews/828/828011_12846320-hq.mp3,,medium,background_privacy_review,usable_level_candidate,,outdoor people footsteps ambience field-recording -music,,,,1,privacy_and_speech_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-28.283,96000.0,,0.0,https://freesound.org/s/828011/,freesound_public_web,,,,Ambience|Atmosphere|Background|City|Crowd|Environment|Footsteps|Outdoor|People|Public|Square|Talking|Urban,KVV_Audio,
False,Camp John Hay - General Ambience by ElevatorFan2020 (CC0),,,,0.0,,,,people_footsteps,游客与脚步,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:03:56.422549+00:00,57.6844,,,842151,,,,,,,,,background_privacy_review,freesound_842151,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\people_footsteps\freesound_842151.mp3,,,,Camp John Hay - General Ambience,62,-7.123,hq-mp3,040a572e3dff352e02da5a06cf88e04d533decaa6ec4366b9375b264e05c37e0,https://cdn.freesound.org/previews/842/842151_14269391-hq.mp3,,medium,background_privacy_review,usable_level_candidate,,outdoor people footsteps ambience field-recording -music,,,,1,privacy_and_speech_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-27.736,44100.0,,0.0,https://freesound.org/s/842151/,freesound_public_web,,,,ambience|atmospheric|audio|background|cinematic|design|destination|environment|environmental|forest|game|immersive|location|mixed-use|mobile|natural|nature|outdoor|pine|quiet|recording|scenic|site|sound|sounds|tourist|trees,ElevatorFan2020,
True,man dog carillon city-park Zuiderpark s-Hertogenbosch Netherlands 0853 am 250729_1184 by klankbeeld (CC-BY),,,,0.0,,,,non_target_soundscape,非目标动物与混合声景,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:15:24.173238+00:00,39.0,,,850102,,,,,,,,,unknown_or_mixed_review,freesound_850102,,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\non_target_soundscape\freesound_850102.mp3,birds,man|people|voice,,man dog carillon city-park Zuiderpark s-Hertogenbosch Netherlands 0853 am 250729_1184,25,-3.906,hq-mp3,220ddd5416e129f9c5ef1f7102c959ed5f69da0c78f9da61baf63aa9dae298ee,https://cdn.freesound.org/previews/850/850102_1648170-hq.mp3,,medium,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,,,1,privacy_and_speech_check|mixed_soundscape_check|metadata_mentions_birds,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-23.214,48000.0,,0.0,https://freesound.org/s/850102/,freesound_public_web,,,,Holland|Netherlands|ambiance|ambience|ambient|background-sound|birds|carillon|city|city-park|dog|field-recording|garden|general-noise|park|people|suburb|suburban|traffic|village|voice|white-noise,klankbeeld,
False,Light Rain on a Terrace in a Quiet Residential Neighborhood by artemditkovsky (CC0),,,,0.0,,,,distant_traffic,远处交通,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:02:15.078798+00:00,55.9091,,,860931,,,,,,,,,background,freesound_860931,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\distant_traffic\freesound_860931.mp3,,,,Light Rain on a Terrace in a Quiet Residential Neighborhood,12,-23.69,hq-mp3,6c15d2db06e606883be9d62a419f579986265b711d71bd1f960065d386ca793b,https://cdn.freesound.org/previews/860/860931_9079786-hq.mp3,,low,background_candidate,very_quiet_review,,distant traffic outdoor ambience field-recording -music -loop,,,,1,audio_quality_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-47.026,48000.0,,0.023214,https://freesound.org/s/860931/,freesound_public_web,,,,atmosphere|raindrops|rainfall|relaxation|residential|terrace|urban,artemditkovsky,
,,WAV,PCM_24,,0.0,,,2355368,existing_species_recording,既有物种录音,2,0.0,,,,unchecked,non_core_species_filename,D:\C\Desktop\ai\xykw\data\XC841128 - 白鹭 - Egretta garzetta garzetta.wav,existing,ok,,8.137917,XC841128 - 白鹭 - Egretta garzetta garzetta.wav,390620,,,,,,,,,2026-07-31T08:36:44.716387+00:00,,existing_4ec2f007aa9e_bb85e66f,filename_xeno_canto,,,UNKNOWN,,D:\C\Desktop\ai\xykw\data\XC841128 - 白鹭 - Egretta garzetta garzetta.wav,,,False,XC841128 - 白鹭 - Egretta garzetta garzetta.wav,,-2.991,,,,白鹭,unknown_needs_listening,positive_species_candidate,usable_level_candidate,,,,XC841128 - 白鹭 - Egretta garzetta garzetta,,2,species_label_confirmation,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-27.367,48000,4ec2f007aa9ea474fabac5af90cd238c2a59d35edeb5a7590eb917070e414b53,0.719512,,xeno_canto,XC841128,,.wav,,,
,,WAV,PCM_24,,0.0,,,8163288,existing_species_recording,既有物种录音,2,0.0,,,,unchecked,non_core_species_filename,D:\C\Desktop\ai\xykw\data\260622_1846——褐喉食蜜鸟——清晰A.wav,existing,ok,,28.315354,260622_1846——褐喉食蜜鸟——清晰A.wav,1359137,,,,,,,,,2026-07-31T08:36:44.716387+00:00,,existing_670934cb06fe_b090ca93,filename_local,,,UNKNOWN,,D:\C\Desktop\ai\xykw\data\260622_1846——褐喉食蜜鸟——清晰A.wav,,,False,260622_1846——褐喉食蜜鸟——清晰A.wav,,-2.464,,,,褐喉食蜜鸟,unknown_needs_listening,positive_species_candidate,usable_level_candidate,,,,260622_1846——褐喉食蜜鸟——清晰A,,2,license_and_origin_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-27.047,48000,670934cb06fe2406e9c1f91a6713e5b1ebd8e956831df1659312ede5bd747b17,0.0,,local_or_shared,,,.wav,,,
,,WAV,PCM_24,,0.0,,,10605222,existing_species_recording,既有物种录音,2,0.0,,,,unchecked,non_core_species_filename,D:\C\Desktop\ai\xykw\data\260702_1835——白喉红臀鹎——两声和三声，清脆，看见，樟园，B.wav,existing,ok,,36.794292,260702_1835——白喉红臀鹎——两声和三声，清脆，看见，樟园，B.wav,1766126,,,,,,,,,2026-07-31T08:36:44.716387+00:00,,existing_6dee8880cd69_41f8d616,filename_local,,,UNKNOWN,,D:\C\Desktop\ai\xykw\data\260702_1835——白喉红臀鹎——两声和三声，清脆，看见，樟园，B.wav,,,False,260702_1835——白喉红臀鹎——两声和三声，清脆，看见，樟园，B.wav,,-2.686,,,,白喉红臀鹎,unknown_needs_listening,positive_species_candidate,usable_level_candidate,,,,260702_1835——白喉红臀鹎——两声和三声，清脆，看见，樟园，B,,2,license_and_origin_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-28.21,48000,6dee8880cd69cdb875c609cab019e680910455c45239b95f84c58d54cc236e32,0.0,,local_or_shared,,,.wav,,,
,,MP3,MPEG_LAYER_III,,0.0,,,1433056,existing_species_recording,既有物种录音,2,0.0,,,,unchecked,non_core_species_filename,D:\C\Desktop\ai\xykw\data\XC734346 - 麻雀 - Passer montanus malaccensis.mp3,existing,ok,,35.648821,XC734346 - 麻雀 - Passer montanus malaccensis.mp3,1572113,,,,,,,,,2026-07-31T08:36:44.716387+00:00,,existing_741d501feddd_244f79cc,filename_xeno_canto,,,UNKNOWN,,D:\C\Desktop\ai\xykw\data\XC734346 - 麻雀 - Passer montanus malaccensis.mp3,,,False,XC734346 - 麻雀 - Passer montanus malaccensis.mp3,,-10.477,,,,麻雀,unknown_needs_listening,positive_species_candidate,usable_level_candidate,,,,XC734346 - 麻雀 - Passer montanus malaccensis,,2,species_label_confirmation,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-40.754,44100,741d501fedddea39940be7f1e2c23616959808357b76dde427dee069e8b866b5,0.358543,,xeno_canto,XC734346,,.mp3,,,
,,WAV,PCM_24,,0.0,,,16549056,existing_species_recording,既有物种录音,2,0.0,,,,unchecked,non_core_species_filename,D:\C\Desktop\ai\xykw\data\260607_1024——白腰鹊鸲——近距离，B.wav,existing,ok,,57.432604,260607_1024——白腰鹊鸲——近距离，B.wav,2756765,,,,,,,,,2026-07-31T08:36:44.716387+00:00,,existing_79f5c82d47f8_287b4024,filename_local,,,UNKNOWN,,D:\C\Desktop\ai\xykw\data\260607_1024——白腰鹊鸲——近距离，B.wav,,,False,260607_1024——白腰鹊鸲——近距离，B.wav,,-0.884,,,,白腰鹊鸲,unknown_needs_listening,positive_species_candidate,usable_level_candidate,,,,260607_1024——白腰鹊鸲——近距离，B,,2,license_and_origin_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-25.975,48000,79f5c82d47f849e180fcd504ca2f89360ba68dbb2e97553b8a3367b5663fd2b3,0.0,,local_or_shared,,,.wav,,,
,,WAV,PCM_24,,0.0,,,8535618,existing_species_recording,既有物种录音,2,0.0,,,,unchecked,non_core_species_filename,D:\C\Desktop\ai\xykw\data\260704_1712——褐喉食蜜鸟——苗圃，看见，A.wav,existing,ok,,29.608167,260704_1712——褐喉食蜜鸟——苗圃，看见，A.wav,1421192,,,,,,,,,2026-07-31T08:36:44.716387+00:00,,existing_9e1c88de5045_908c6ccb,filename_local,,,UNKNOWN,,D:\C\Desktop\ai\xykw\data\260704_1712——褐喉食蜜鸟——苗圃，看见，A.wav,,,False,260704_1712——褐喉食蜜鸟——苗圃，看见，A.wav,,-2.005,,,,褐喉食蜜鸟,unknown_needs_listening,positive_species_candidate,usable_level_candidate,,,,260704_1712——褐喉食蜜鸟——苗圃，看见，A,,2,license_and_origin_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-22.374,48000,9e1c88de50456f054e530db5f5341e65a0d15c0359cedcaa22213abf5622ae66,0.0,,local_or_shared,,,.wav,,,
,,WAV,PCM_24,,0.0,,,17866164,existing_species_recording,既有物种录音,2,0.0,,,,unchecked,non_core_species_filename,D:\C\Desktop\ai\xykw\data\260606_0923——灰卷尾——婉转叫声.wav,existing,ok,,62.005896,260606_0923——灰卷尾——婉转叫声.wav,2976283,,,,,,,,,2026-07-31T08:36:44.716387+00:00,,existing_a1aaa79d0c20_a4242d15,filename_local,,,UNKNOWN,,D:\C\Desktop\ai\xykw\data\260606_0923——灰卷尾——婉转叫声.wav,,,False,260606_0923——灰卷尾——婉转叫声.wav,,-2.958,,,,灰卷尾,unknown_needs_listening,positive_species_candidate,usable_level_candidate,,,,260606_0923——灰卷尾——婉转叫声,,2,license_and_origin_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-23.6,48000,a1aaa79d0c20947082584a5e0dc68faf92c8e5ec0f59ab7b7d73c1eef9ab3e4b,0.0,,local_or_shared,,,.wav,,,
,,WAV,PCM_24,,0.0,,,13663910,existing_species_recording,既有物种录音,2,0.0,,,,unchecked,non_core_species_filename,D:\C\Desktop\ai\xykw\data\2026031918点21分——纯色啄花鸟——两声看见，野菜园.wav,existing,ok,,47.424896,2026031918点21分——纯色啄花鸟——两声看见，野菜园.wav,2276395,,,,,,,,,2026-07-31T08:36:44.716387+00:00,,existing_c0562c1d2a4b_b19b4b01,filename_local,,,UNKNOWN,,D:\C\Desktop\ai\xykw\data\2026031918点21分——纯色啄花鸟——两声看见，野菜园.wav,,,False,2026031918点21分——纯色啄花鸟——两声看见，野菜园.wav,,-3.359,,,,纯色啄花鸟,unknown_needs_listening,positive_species_candidate,usable_level_candidate,,,,2026031918点21分——纯色啄花鸟——两声看见，野菜园,,2,license_and_origin_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-28.447,48000,c0562c1d2a4b4a737d2bf380e43f5f678cc07abf72c7e0a1ad1528f5c6c92934,0.0,,local_or_shared,,,.wav,,,
,,WAV,PCM_24,,0.0,,,8722060,existing_species_recording,既有物种录音,2,0.0,,,,unchecked,non_core_species_filename,D:\C\Desktop\ai\xykw\data\XC842808 - 白鹭 - Egretta garzetta garzetta.wav,existing,ok,,30.244438,XC842808 - 白鹭 - Egretta garzetta garzetta.wav,1451733,,,,,,,,,2026-07-31T08:36:44.716387+00:00,,existing_db2a15336142_de0e8e95,filename_xeno_canto,,,UNKNOWN,,D:\C\Desktop\ai\xykw\data\XC842808 - 白鹭 - Egretta garzetta garzetta.wav,,,False,XC842808 - 白鹭 - Egretta garzetta garzetta.wav,,-2.988,,,,白鹭,unknown_needs_listening,positive_species_candidate,usable_level_candidate,,,,XC842808 - 白鹭 - Egretta garzetta garzetta,,2,species_label_confirmation,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-35.795,48000,db2a1533614297e36e783cdaf551b8800e569de6d6119b2cbc724f5fd61c073e,0.128713,,xeno_canto,XC842808,,.wav,,,
,,WAV,PCM_24,,0.0,,,7983688,existing_species_recording,既有物种录音,2,5.26e-06,,,,unchecked,non_core_species_filename,D:\C\Desktop\ai\xykw\data\20260514 12点57分——灰胸山鹪莺——两声，3H_01.wav,existing,ok,,27.698833,20260514 12点57分——灰胸山鹪莺——两声，3H_01.wav,1329544,,,,,,,,,2026-07-31T08:36:44.716387+00:00,,existing_fad9f48e014e_2713ce5b,filename_local,,,UNKNOWN,,D:\C\Desktop\ai\xykw\data\20260514 12点57分——灰胸山鹪莺——两声，3H_01.wav,,,False,20260514 12点57分——灰胸山鹪莺——两声，3H_01.wav,,0.0,,,,灰胸山鹪莺,unknown_needs_listening,positive_species_candidate,usable_level_candidate,,,,20260514 12点57分——灰胸山鹪莺——两声，3H_01,,2,license_and_origin_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-23.707,48000,fad9f48e014e557bab6f7e744166104027833eae087d9f5d2e47576ffc6ea98a,0.0,,local_or_shared,,,.wav,,,
True,VNP_thurston_02.wav by volivieri (CC-BY),,,,0.059495,鹊鸲:0.059495@15.0-18.0,,,rain_water_park,雨水与公园环境,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:09:27.358836+00:00,40.976,,,173447,,,,,,,,,background,freesound_173447,,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\rain_water_park\freesound_173447.mp3,bird,,,VNP_thurston_02.wav,181,-1.284,hq-mp3,cdaa7dab555bed9f55b9e4841a326b6fd2d7939cc8daf9d199cd824e87178185,https://cdn.freesound.org/previews/173/173447_374422-hq.mp3,,low,background_candidate,usable_level_candidate,,rain water park ambience field-recording -music -loop,,,,2,very_low_confidence_target_species_check|metadata_mentions_birds,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-32.506,48000.0,,0.041463,https://freesound.org/s/173447/,freesound_public_web,,,,ambience|bird|breeze|cave|chirp|drip|drop|field-recording|morning|rain-forest|woods,volivieri,
True,Hunebed D22 Bronneger.flac by uair01 (CC-BY),,,,0.0,,,,wind_trees,风与树叶,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T08:56:03.370572+00:00,40.8531,,,243881,,,,,,,,,background,freesound_243881,,category_title_tags_heuristic,http://creativecommons.org/licenses/by/3.0/,CC-BY,Attribution 3.0,data\raw\freesound\previews\wind_trees\freesound_243881.mp3,bird,,,Hunebed D22 Bronneger.flac,123,-12.213,hq-mp3,e048a0af841ddcb65c09e7857d5e217fcc3fd719afb3b4151f7ff51950ffab30,https://cdn.freesound.org/previews/243/243881_717853-hq.mp3,,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,,,2,metadata_mentions_birds,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-31.462,44100.0,,0.00489,https://freesound.org/s/243881/,freesound_public_web,,,,bird|dolmen|farm|field-recording|leaves|machinery|megalith|nature|rustling|silent|tree|wind,uair01,
True,Hunebed D36 Valthe.flac by uair01 (CC-BY),,,,0.0,,,,wind_trees,风与树叶,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T08:55:41.591196+00:00,70.808,,,243883,,,,,,,,,background,freesound_243883,,category_title_tags_heuristic,http://creativecommons.org/licenses/by/3.0/,CC-BY,Attribution 3.0,data\raw\freesound\previews\wind_trees\freesound_243883.mp3,bird,,,Hunebed D36 Valthe.flac,291,-4.911,hq-mp3,92700390cbfed5f9ddb5ab54ac050bf495ebb727a4fef13ddca5ed6ffad6c462,https://cdn.freesound.org/previews/243/243883_717853-hq.mp3,,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,,,2,metadata_mentions_birds,shortlist_after_human_spot_check,machine_labeled_needs_listening,,,-38.375,44100.0,,0.007052,https://freesound.org/s/243883/,freesound_public_web,,,,bird|dolmen|farm|field-recording|leaves|machinery|megalith|nature|rustling|silent|tree|wind,uair01,
False,Exterior Ambiance Parking Lot with birds.wav by JohnsonBrandEditing (CC0),,,,0.0,,,,non_target_soundscape,非目标动物与混合声景,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:17:23.861569+00:00,49.6764,,,244311,,,,,,,,,unknown_or_mixed_review,freesound_244311,,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\non_target_soundscape\freesound_244311.mp3,birds,,,Exterior Ambiance Parking Lot with birds.wav,1282,-8.699,hq-mp3,7a482aa2c76cf18b3c5bd17c97690610d1dc1a5293a1ba6826f52fc676d9cc75,https://cdn.freesound.org/previews/244/244311_3229685-hq.mp3,,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,,,2,mixed_soundscape_check|metadata_mentions_birds,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-31.804,48000.0,,0.008048,https://freesound.org/s/244311/,freesound_public_web,,,,Ambiance|Ambience|Birds|Exterior|Public|auto|car|cars|lot|parking|urban,JohnsonBrandEditing,
True,Binaural London Fields.aif by Toybox (CC-BY),,,,0.0,,,,non_target_soundscape,非目标动物与混合声景,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:15:00.786930+00:00,90.9995,,,262691,,,,,,,,,unknown_or_mixed_review,freesound_262691,,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\non_target_soundscape\freesound_262691.mp3,birds,,,Binaural London Fields.aif,603,-15.95,hq-mp3,1b345230d31485a0a76d3fa5b1d81f26b3f39d0286e1e9b435bc503d17e02ff5,https://cdn.freesound.org/previews/262/262691_2190378-hq.mp3,,low,mixed_or_unknown_candidate,usable_level_candidate,,urban park birds ambience field-recording -music -synthetic,,,,2,mixed_soundscape_check|metadata_mentions_birds,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-35.106,44100.0,,0.001099,https://freesound.org/s/262691/,freesound_public_web,,,,Ambience|Atmosphere|Binaural|Birds|City|Construction|Field|Field-Recording|Light-Traffic|London|Park|Space|Urban,Toybox,
True,outdoor ambience city quiet distant birds traffic.wav by lwdickens (CC-BY-NC),,,,0.0,,,,distant_traffic,远处交通,,0.0,,Public HTML fallback; metadata must be rechecked before publication.,False,unlikely,no_strong_birdnet_evidence,,freesound,ok,2026-07-31T09:01:32.410883+00:00,35.217,,,269375,,,,,,,,,background,freesound_269375,,category_title_tags_heuristic,https://creativecommons.org/licenses/by-nc/4.0/,CC-BY-NC,Attribution NonCommercial 4.0,data\raw\freesound\previews\distant_traffic\freesound_269375.mp3,birds,,,outdoor ambience city quiet distant birds traffic.wav,1167,-20.367,hq-mp3,62c5f1254e483e4110b05eff6494346d30dd7de6cf33b2785515f298827565a3,https://cdn.freesound.org/previews/269/269375_2663250-hq.mp3,,low,background_candidate,usable_level_candidate,,distant traffic outdoor ambience field-recording -music -loop,,,,2,metadata_mentions_birds|noncommercial_license_check,listen_before_accept_or_reject,machine_labeled_needs_listening,,,-42.117,48000.0,,0.0,https://freesound.org/s/269375/,freesound_public_web,,,,ambiance|birds|cars|city|traffic,lwdickens,
