recording_id,dataset_kind,period,category_id,species_name_zh,relative_path,captured_at,byte_length,duration_seconds,sample_rate,channels,bit_depth,sha256
challenge_bd01464f33b379312717,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260120_234004.wav,2026-01-20T23:40:04,5760044,60.0,48000,1,16,4fabf528feb4ab56fbf6a5ceb13aefcdcdafc0bcbb6c493b69b8646b8141e52c
challenge_70214265ff9e8979d5a5,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260120_234502.wav,2026-01-20T23:45:02,5760044,60.0,48000,1,16,2a1aabafa113509e1d687308d2e0854c7065bac8b7ae0d23737e59e8b75ce38f
challenge_49c1b6ed3925d7b42af0,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260120_235005.wav,2026-01-20T23:50:05,5760044,60.0,48000,1,16,3445fbf7cf0bc50bcb3c89019f753ecfa03e8cb41e8845c18fdcaf28df67a88b
challenge_b7404839083a6675f5a0,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260120_235503.wav,2026-01-20T23:55:03,5760044,60.0,48000,1,16,c6217c891d63152d5934015320806f71a9586f9dd2f4db6becfc8a4c370ea12d
challenge_544b41647d7d88cbeb92,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_000001.wav,2026-01-21T00:00:01,5760044,60.0,48000,1,16,5e416b193c06b8a24a0856cb2b565eef6bc16311860df3749ea8199580a262f8
challenge_a4775663abafb4d9b0c5,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_000504.wav,2026-01-21T00:05:04,5760044,60.0,48000,1,16,dd918ed12874f8a4abde201c27bb9e4aeb5708b03615adabbcb79a345570757a
challenge_3fd5c557e07d4bcbda34,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_001002.wav,2026-01-21T00:10:02,5760044,60.0,48000,1,16,d1aecfb0d7c3932e0edc49b1234015b07b03ebfb48210a789b9fea56ea128b84
challenge_387267aa131966602c68,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_001505.wav,2026-01-21T00:15:05,5760044,60.0,48000,1,16,930f188edd0e0411d1d9b8b4b53f865fd426f457fb10b3d6d9628241b3607c89
challenge_c68071a681921057e8be,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_002003.wav,2026-01-21T00:20:03,5760044,60.0,48000,1,16,fa456f81f32acfb27495572d6f1d238b0aae50b4bf2d5be0a31c4fb5178ab6df
challenge_14ed92e7d69e0ed08dae,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_002501.wav,2026-01-21T00:25:01,5760044,60.0,48000,1,16,dfe8e0c3bb59b29e345098cf1b50e4558a5fd6adfed1811c71b8f0b73887592b
challenge_2e644b25a6c8745c55b4,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_003004.wav,2026-01-21T00:30:04,5760044,60.0,48000,1,16,0726070a81a0c58faa89220c390288a34d316aec96b92ee57e4040c350625799
challenge_fd89616502ad72d05480,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_003502.wav,2026-01-21T00:35:02,5760044,60.0,48000,1,16,909bf2becc29304203cd57289412ba25be2641062972114bc4be804b8afc3903
challenge_27f8d9f2ae9cfe5041e0,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_004005.wav,2026-01-21T00:40:05,5760044,60.0,48000,1,16,d32180c13f5e7f53c4cabc3306c2560bad43b307ebf4b69d5698877293b73883
challenge_36efa0340a458e64d20f,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_004503.wav,2026-01-21T00:45:03,5760044,60.0,48000,1,16,9b87c61760668e9c86b7441458203b96e2491f8286b42461da113074fd4f5308
challenge_127b2f3128c6ebe4dac9,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_005001.wav,2026-01-21T00:50:01,5760044,60.0,48000,1,16,e29774dcceaa83bfc82162cd65778e79cd96457c89d01d443cd7e4e18783f004
challenge_db516bf9d65b361508e3,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_005504.wav,2026-01-21T00:55:04,5760044,60.0,48000,1,16,5a4d929c22759e243d80fcc6ac91120865e5afdfa633f974f575dc0bb452ed6a
challenge_a7858647dd4fc38666fd,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_010002.wav,2026-01-21T01:00:02,5760044,60.0,48000,1,16,16ff51a7deb30f20e8555ff5dba320820f4ad60ad2fd8adbea670592a1898926
challenge_fc205d20a21bd3cc6aaa,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_010505.wav,2026-01-21T01:05:05,5760044,60.0,48000,1,16,74f19d39b03c7ae65b6c1f6d181ec6d6d9f165c1c1a13fa45397da6c78d7f46a
challenge_3f8e18bcb675952677e5,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_011003.wav,2026-01-21T01:10:03,5760044,60.0,48000,1,16,9c173269d383aaeac61f3115f67bbdf9bf442db8c775cf11533192f9f97d0f8d
challenge_76431b31d1bbb9054a02,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_011505.wav,2026-01-21T01:15:05,5760044,60.0,48000,1,16,17014d1092352bbe733374acf65264a97cd5225a01a0b866b5833af423b1adfe
challenge_bb33247e906c3eaa9257,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_012003.wav,2026-01-21T01:20:03,5760044,60.0,48000,1,16,f06417bb5f736454003c2a5c022d10296a89a0f2d23e1c2182bbc89b64dbc6d8
challenge_5bd350a4353c2b614525,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_012501.wav,2026-01-21T01:25:01,5760044,60.0,48000,1,16,fb167e49ea0974d2686aae3ef2ab09d5059ccf4fac2802756798828006bd9bbe
challenge_79814ba87194577f1327,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_013004.wav,2026-01-21T01:30:04,5760044,60.0,48000,1,16,1feae232572e3c483be8858e9f69704804f0665cf7f36f4f4c52105558d26160
challenge_cc67b394435067711676,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_013502.wav,2026-01-21T01:35:02,5760044,60.0,48000,1,16,4c7529ae88572632ad92e68275bb14c70d7993f63cb0224080d7a63806c13d77
challenge_e61d710414fcac527e71,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_014005.wav,2026-01-21T01:40:05,5760044,60.0,48000,1,16,de576e703ce67eba4e535ac6cce925d312045308f5d14303fbcc2ad841a952f0
challenge_8d3dec2846cb6b255491,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_014503.wav,2026-01-21T01:45:03,5760044,60.0,48000,1,16,7932292e522fcd700f9c81ca17ce4abf9c9e87f1bf318096a445129dbf182cc7
challenge_5096f1c02b21a68df739,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_015001.wav,2026-01-21T01:50:01,5760044,60.0,48000,1,16,ea38fd75639b8424af5c12c996016d6c513324b6a944b1f4818183c54506334b
challenge_05bff5599f1bdd26885e,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_015504.wav,2026-01-21T01:55:04,5760044,60.0,48000,1,16,99bbb0c82fbd838be86df68f828aa18452b6cca747503d84dc273ba19bff4a63
challenge_8fde94644a2945cad23c,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_020002.wav,2026-01-21T02:00:02,5760044,60.0,48000,1,16,3ca2aab231bd149782319d82af651e52adc9703d967685c875530a73425df79f
challenge_2d29498b1565e7fef756,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_020505.wav,2026-01-21T02:05:05,5760044,60.0,48000,1,16,38ba9f56342ccafc3fcbf6f72538d9e4dc5220b8bffee08537ca850bed720638
challenge_f7de14849af6c026ac0c,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_021003.wav,2026-01-21T02:10:03,5760044,60.0,48000,1,16,661e472fe1b2b82a5e5322b3b9b00a412a7bab234231e53f223b06be152c31d1
challenge_e86a7596e5118c5a8606,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_021501.wav,2026-01-21T02:15:01,5760044,60.0,48000,1,16,1c2feaf4afe2a329a89f119db4179f63bffcb944b094aeb518aeef057c761215
challenge_7fd9f78be43dc294cbb5,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_022004.wav,2026-01-21T02:20:04,5760044,60.0,48000,1,16,42de2b46d6a309c44923bb08df7d9634ca6345f87e1044a019d1a88e421ad8da
challenge_7f093782ee485cc67277,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_022502.wav,2026-01-21T02:25:02,5760044,60.0,48000,1,16,9a1dbde77e7bac87ca45050193a8f1d80005bab34089be7cdbd65b476266725d
challenge_607469ca5f53378be21d,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_023005.wav,2026-01-21T02:30:05,5760044,60.0,48000,1,16,41fdc4a00a3e808e31f7710a0c619b8fe77f25b2daf4a9a3243f30fc27b3f6ab
challenge_231eb2488563211159c8,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_023503.wav,2026-01-21T02:35:03,5760044,60.0,48000,1,16,4486c6ec0ab194beaa12ee9524f946ca305653add6078c477cdcd027091048bf
challenge_71fe049e06f9bfa9ad12,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_024001.wav,2026-01-21T02:40:01,5760044,60.0,48000,1,16,66e44aa2eabb0e4f140d24251767a09c8a07b3a8c9497c8187eb2eef97ddca7f
challenge_e2ab03acf1946e28b2c6,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_024504.wav,2026-01-21T02:45:04,5760044,60.0,48000,1,16,b38bd5ea5589a2540749d1125e3c7230ba87e4b46da2ef18c5d6d4311f870c04
challenge_78b381cdca543aae12d2,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_025002.wav,2026-01-21T02:50:02,5760044,60.0,48000,1,16,926f6568800186e513345d27b2ea3477c9c82b951695d77333bbf7965f1fba69
challenge_0cab51224181f212e998,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_025505.wav,2026-01-21T02:55:05,5760044,60.0,48000,1,16,b52df7ec0182ce22f2ed22419254a1da520671548e072acfab20dffc4fd5476b
challenge_3997c7086be5f71ddebe,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_030003.wav,2026-01-21T03:00:03,5760044,60.0,48000,1,16,f0c7385526cea74effdb29cfb1593a2049c1e8fa824f303bbd6f4317612bfaa2
challenge_dc7d64f26b081cfedbab,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_030506.wav,2026-01-21T03:05:06,5760044,60.0,48000,1,16,12ad14b6d0a61622f33e2ae12b85001f51ef64ae27972db54978117fea0c19f8
challenge_e9092d6b2766443680ec,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_031004.wav,2026-01-21T03:10:04,5760044,60.0,48000,1,16,040caf06133d535f2781c4cf95a26caebebdff21ec74ba7f9216cebaaa87ec43
challenge_686d56544c9f499518ab,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_031502.wav,2026-01-21T03:15:02,5760044,60.0,48000,1,16,09be79d93bd12d8910ea9a586b94e166117556705dbf68b6af58c3347474bd6e
challenge_95cb779d2117d180a4f8,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_032005.wav,2026-01-21T03:20:05,5760044,60.0,48000,1,16,0b8ccad976fd3d7aea85b337f2d464906821ac3b8c738cca8c7c441271343857
challenge_57a4792208ab9258f38c,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_032503.wav,2026-01-21T03:25:03,5760044,60.0,48000,1,16,92810d561bf36f50290d3051b33816f37b79b687fc8298f5d31eecaee7282ab3
challenge_6fb59bbab7ae3e2348f7,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_033006.wav,2026-01-21T03:30:06,5760044,60.0,48000,1,16,cc8f8723358ea40d555e4e5e47062deb4bc04b92dd5dab3d339cdc4ebb561d38
challenge_2dbca51d44cbdab91060,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_033504.wav,2026-01-21T03:35:04,5760044,60.0,48000,1,16,67c824e5894590839a97584af8c27ea0479d08ba61cc6a1154959e3479591f39
challenge_a65abc05b886bf50bd5b,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_034002.wav,2026-01-21T03:40:02,5760044,60.0,48000,1,16,ce67e672d85cf3ee443f15b02d047cd00b6a4fcb55409968861641118c35756e
challenge_ffa8bf7b0555e687e7b4,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_034505.wav,2026-01-21T03:45:05,5760044,60.0,48000,1,16,349e3c96fda510ea0e52b45d93c242644a9399aa186bf59cd634ea01378d8830
challenge_92f1a878a668f7fb9c05,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_035003.wav,2026-01-21T03:50:03,5760044,60.0,48000,1,16,828aa0be73ac9c306d9865498a599d57f33a537f9279aea237f6dd6bf374cdc0
challenge_77289624bae350211c54,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_035505.wav,2026-01-21T03:55:05,5760044,60.0,48000,1,16,6b81e50d0456b65d6ca860e8857ddf8843e97283678bbb9770234d724b368839
challenge_53dd3264f2e3c383b1d8,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_040004.wav,2026-01-21T04:00:04,5760044,60.0,48000,1,16,1ce79d342d7d5acbf80b879307d735853d3e670ddd0c98faba2adeb05b3c9363
challenge_e1cf32e45f2a81107163,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_040502.wav,2026-01-21T04:05:02,5760044,60.0,48000,1,16,81d673251a37735f5e1146941df341343aa159c12e0f13851b6d31ff91d7f2cf
challenge_90d756ecf25a46ebeb2f,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_041004.wav,2026-01-21T04:10:04,5760044,60.0,48000,1,16,d8a257651aa61990e2f045dc8b9919fa073bde40cb7c40377d384cb89d2a86c7
challenge_7258cc371a087630e18f,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_041503.wav,2026-01-21T04:15:03,5760044,60.0,48000,1,16,27d0ed9076d81765972b9be408c7c1644c25ef5bd97f04952cf011edbab7a2fe
challenge_df320bcd90a7c4d53319,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_042005.wav,2026-01-21T04:20:05,5760044,60.0,48000,1,16,43b90d9ca7926e66795c8bd70b4b5afb82d23b46fb2a093c28a141951117b26f
challenge_cb4d315afc2bb1e6cad7,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_042504.wav,2026-01-21T04:25:04,5760044,60.0,48000,1,16,cbf2e3bdab7d0c51932b84799e8248c1c0c4408aba7dea8f8ba33233d6a92f59
challenge_86a55b74c79cca543489,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_043002.wav,2026-01-21T04:30:02,5760044,60.0,48000,1,16,894f5e62094949c1eccc54aad1de034edd371862251954a8d463609c25c389f2
challenge_0ed30fffdf355ee962be,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_043505.wav,2026-01-21T04:35:05,5760044,60.0,48000,1,16,990eaefee746f16d09d2610b75141cec363f3e4c65f9a67bfe3431dd57ed16a0
challenge_87a3a46fc32bb6164c29,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_044003.wav,2026-01-21T04:40:03,5760044,60.0,48000,1,16,42a3a710431fe5a06100832201643f74d02ba6b46130791084349b0731a70622
challenge_46f4bf8cd4a5c025837d,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_044506.wav,2026-01-21T04:45:06,5760044,60.0,48000,1,16,50d96d2a36ba9e3382b8458a0e4e38ff1f9ba8ee60497c6c9a7d3bce2b21c95c
challenge_bf39497cfec4333c1cde,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_045004.wav,2026-01-21T04:50:04,5760044,60.0,48000,1,16,b54ffbc9dd830ecba9842e4375dae69e63611cc382414fa0e832ab903afed748
challenge_4d63adecc31c00d453de,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_045502.wav,2026-01-21T04:55:02,5760044,60.0,48000,1,16,9d1ffa81e34683f7f05309c1424545368d30f448d2f03b45e702effae5450970
challenge_3b219e42c8726f728def,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_050004.wav,2026-01-21T05:00:04,5760044,60.0,48000,1,16,0a6cc401816c762359c987bc27f975e59ef01440d219ad49cc6377be2ab2f1d7
challenge_0a0bc434ea24edd7dcd8,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_050502.wav,2026-01-21T05:05:02,5760044,60.0,48000,1,16,6851719d05aeb55caf0b34e05768ae87704aa0e9b71d102213f0e5533b36eac6
challenge_58fcec356793c3bb6f9a,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_051005.wav,2026-01-21T05:10:05,5760044,60.0,48000,1,16,c90d871eb7d8cc30833a3cd558202224a439b9d40aabcbab694c17ef39c4a330
challenge_f02c7828f9b6eb1bb6b3,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_051503.wav,2026-01-21T05:15:03,5760044,60.0,48000,1,16,f3d2d7f5051b0e489c75ca6020806ac27738bb6b1220191a6f0aa8d93cc74255
challenge_ffdc8a4a4fd5c794e83f,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_052001.wav,2026-01-21T05:20:01,5760044,60.0,48000,1,16,2436c04679f8627b16cc7be2b2f3c225db87bef594250cdadd2339ee4d61eb6e
challenge_805a3518dca59c7363b8,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_052504.wav,2026-01-21T05:25:04,5760044,60.0,48000,1,16,1fa87bf26d686d4fece45aa2d9d190134e292530efbc32544341451c3c7e3cb6
challenge_6b08b2b3a7311b3567ad,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_053002.wav,2026-01-21T05:30:02,5760044,60.0,48000,1,16,1f9502028d42ecaa2d4f1bcf0bb9b03ca0a1ed88d9160c9b3297f1f00133f91e
challenge_18cf7a9609ac192628fc,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_053505.wav,2026-01-21T05:35:05,5760044,60.0,48000,1,16,50a9d9f5222cd4e131bd574829944896e89ab5fe8ca70af099946f1dbafe3962
challenge_54f362146287fbab234a,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_054003.wav,2026-01-21T05:40:03,5760044,60.0,48000,1,16,a3882ab2f3ffe6bc1323c32ef42d09188200b6e1e8d8934f13335f4b2c9074b1
challenge_1d1c1730e130423f828d,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_054505.wav,2026-01-21T05:45:05,5760044,60.0,48000,1,16,482f1ccef8a16151cb4ad63ec50091426bec826c4086affa342b67db51d298a4
challenge_7ba4333dc83492706bca,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_055003.wav,2026-01-21T05:50:03,5760044,60.0,48000,1,16,c783ee47e3606b33b5c2563c5f23fac4952e69502fa02488b75510cfc4ac68dd
challenge_2ab4c13c455b93d01c22,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_055501.wav,2026-01-21T05:55:01,5760044,60.0,48000,1,16,6ce7648bd4f9a5ce4b546a9249f0468cacf08ff675451b5808597e4acc7d67e1
challenge_b33bf06c01d230b9c1d9,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_060004.wav,2026-01-21T06:00:04,5760044,60.0,48000,1,16,4a8b3f3f1ecbc8c289881c2f99a69054f262199938d59421c2b049631588fb23
challenge_e1fb0b42d739b415fc42,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_060502.wav,2026-01-21T06:05:02,5760044,60.0,48000,1,16,ef51dcc3353695fc76deed000dbe27ef2e836b38b1d4245330fc213fc4005ef9
challenge_300a5190d20b6f04cec9,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_061005.wav,2026-01-21T06:10:05,5760044,60.0,48000,1,16,f93e52f5ed89600b79aeafb917becce7c41efd683b0399f957b05fd04d4ad1c2
challenge_09d0569ab4579343ee27,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_061503.wav,2026-01-21T06:15:03,5760044,60.0,48000,1,16,54d6188df9c809ee05a79457d1cd545185441ff98c91515d676696a33ff80672
challenge_23903b80041b456ac180,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_062001.wav,2026-01-21T06:20:01,5760044,60.0,48000,1,16,7d5b78f2f025e8cfdde3ecbafee9a707065760bd0831e9954342bde261782de1
challenge_61dd4c6e82aabc22c467,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_062504.wav,2026-01-21T06:25:04,5760044,60.0,48000,1,16,1dddfcee418a82523e766075ddc5e3d79684aab0d8c5c46a73ca666332b2516b
challenge_b36b14094400a4d841f8,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_070003.wav,2026-01-21T07:00:03,5760044,60.0,48000,1,16,4c40b1750b07508295ee41c4869a32f958f4ac48dcec471bc2b447a5ee2040b1
challenge_8be8a42b91d4fbaf9201,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_070501.wav,2026-01-21T07:05:01,5760044,60.0,48000,1,16,f71d80691a275edbc1aee54249e37daa7a110665450aeea95bdf84b6e51bcd0c
challenge_da2961d31c13b82d8313,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_071004.wav,2026-01-21T07:10:04,5760044,60.0,48000,1,16,3f00295ef8956fb9a302f8d6a6455af9455024b8e1a3afac0809ebb701135adb
challenge_a35af1f6184e85bb2001,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_071502.wav,2026-01-21T07:15:02,5760044,60.0,48000,1,16,3e425396bcb2f04063a086874e1e2be7fe1fc84d413b39934465230f52b78a68
challenge_b19ae8311f084e36c654,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_072005.wav,2026-01-21T07:20:05,5760044,60.0,48000,1,16,56c5724c31dd6ffa76d2cd4ed1eeae231be253f3aaf0f519f7e45f16ba227c7f
challenge_323eba5b2f3fe4fd3303,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_072503.wav,2026-01-21T07:25:03,5760044,60.0,48000,1,16,453d9f9af54faaf2d926119bbac4be84d19213f5cae08b3b3d3aadb406fb380a
challenge_b06bc40dd8542536cddf,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_073001.wav,2026-01-21T07:30:01,5760044,60.0,48000,1,16,c35f5b34a3fb91cd5cabe16f4c33ab3f6632eabd0adf7aa2488fe33fb81151bb
challenge_e008513ae65ee0f216c1,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_073504.wav,2026-01-21T07:35:04,5760044,60.0,48000,1,16,f515f0808209cae526de98002f1ebf2011f17b3b53cb5b6f994cb9356edfd8cf
challenge_81ed14c842cc9bfdb4f0,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_074002.wav,2026-01-21T07:40:02,5760044,60.0,48000,1,16,124349301a1bf2ac0899a0ddc62894148ac29caa25c9c2a7ce0745d109cce6ff
challenge_954638bcb5f7d8b1f9bd,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_074505.wav,2026-01-21T07:45:05,5760044,60.0,48000,1,16,fa175e380fa97e894f68cc02d029ff993d944d64f8cc4063c5014008c2c6d9ed
challenge_d5c766ee171419e82bf8,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_075003.wav,2026-01-21T07:50:03,5760044,60.0,48000,1,16,bb071ef48ecc04eefebd3549e58cb65204e5bf21f306e4233b6bfa862b024443
challenge_e7a9891bf53604388802,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_075501.wav,2026-01-21T07:55:01,5760044,60.0,48000,1,16,b23101d2df8dc5a6928c10f62bfbfa7f565373a2753b4c57f9b19e906f903020
challenge_8602b1cef9822a117a20,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_080004.wav,2026-01-21T08:00:04,5760044,60.0,48000,1,16,6564cbb26ff3c3357ed4d687cbd516790b9526ba07e4f43f8303c3fc5c1747df
challenge_abd04461cd2dfd31392a,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_080502.wav,2026-01-21T08:05:02,5760044,60.0,48000,1,16,25bb31c96c72a0357dad5280f2c9d8c6e0bc58589184757d35f5901416b5e208
challenge_2c2b26688d52e4e2fadb,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_081005.wav,2026-01-21T08:10:05,5760044,60.0,48000,1,16,39b61a8afae3ac58b2d5e30b278bb1ffaec7ac1d46f9bb339c5fc77ed28753ed
challenge_28501a5fe1df3bfe3d80,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_081503.wav,2026-01-21T08:15:03,5760044,60.0,48000,1,16,231192a2e8a517683d6cd32b58ce65ca1ff5568a3b0aaa8364cc8e600f0ccff2
challenge_5fc21d019e8d65381db9,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_082001.wav,2026-01-21T08:20:01,5760044,60.0,48000,1,16,79d7e490049fbe132207d943c2575d0fe71cecfd4da760d6249828861fd4bf61
challenge_2e65069e5eb115a2a485,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_082504.wav,2026-01-21T08:25:04,5760044,60.0,48000,1,16,6d1f62856fe64cf46eaa3f54e958174f21152c7c909ecf194f8421ecc31afa9f
challenge_519bfb6f04378e05cbbb,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_083002.wav,2026-01-21T08:30:02,5760044,60.0,48000,1,16,d127a9823e0346ca4332521db334dd82c7d4968649a0444d93e835516cba7206
challenge_31926685cbdebfdf1399,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_083505.wav,2026-01-21T08:35:05,5760044,60.0,48000,1,16,342817a387814ab1f9cb3a3a02283ed031cf8b064fa8dfdc2b0dbdba590af825
challenge_17c25ad35074fafce2c9,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_084003.wav,2026-01-21T08:40:03,5760044,60.0,48000,1,16,504f63723fdb9f32bca9d4a30dc3ec7b9e5210fe6a2d8ca264bda5566756bb0b
challenge_28c3924e0df1748cb603,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_084501.wav,2026-01-21T08:45:01,5760044,60.0,48000,1,16,5df33449055207bc95997dae5d519a8af9abaae62038e80b9644dbae52bec5da
challenge_8135507b6b1bf6d3af99,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_085004.wav,2026-01-21T08:50:04,5760044,60.0,48000,1,16,249455596cb8ccdbec745309643bf7efaca6f9dff2af6f76d7140cc8a10aeff6
challenge_a5d36dca9dd13f185076,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_085502.wav,2026-01-21T08:55:02,5760044,60.0,48000,1,16,32b3b8b9e68fa19b0f405d22739b183fe3b0f0dbad50912f66d65ac798e8edde
challenge_50c5b8811f238c17d72b,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_090005.wav,2026-01-21T09:00:05,5760044,60.0,48000,1,16,62859a054680855764d71bfef7fb61c93e562d7ace8fc34522711e3fe8f24e9a
challenge_7451a1e0fb6153c69368,wild,2026A 0116-0122,,,2026A 0116-0122/AAA001_20260121_090503.wav,2026-01-21T09:05:03,5760044,60.0,48000,1,16,cb7ffe9f8554a25e445b9e50cfec24a72243b050e37d0ad558bfb9de0402f76e
