attribution_required,attribution_text,birdnet_max_confidence,birdnet_target_detections,category,category_name_zh,clipping_sample_fraction,collector_note,commercial_compatible,contains_speech,contains_target_species,downloaded_at,duration_seconds,freesound_id,human_contains_speech,human_contains_target_species,human_final_class,human_review_notes,human_reviewed_at,human_reviewer,human_valid_intervals,intended_use,label_source,license,license_code,license_label,local_path,metadata_bird_terms,metadata_speech_terms,name,num_downloads,peak_dbfs,preview_kind,preview_sha256,preview_url,privacy_risk,provisional_class,quality_flag,quality_read_error,query,review_notes,review_status,reviewed_class,rms_dbfs,samplerate,silent_block_fraction,sound_url,source,tags,username,valid_intervals
True,outdoor ambience by daenerys (CC-BY),0.0,,distant_traffic,远处交通,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T08:59:56.583534+00:00,45.3888,260726,,,,,,,,background,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\distant_traffic\freesound_260726.mp3,birds,,outdoor ambience,3285,-18.285,hq-mp3,3c1fb7eb6782397d3758aaa353298e05c8dcc492d06b6acba706a4bb811f0eb1,https://cdn.freesound.org/previews/260/260726_1571715-hq.mp3,low,background_candidate,very_quiet_review,,distant traffic outdoor ambience field-recording -music -loop,,machine_labeled_needs_listening,,-46.997,44100.0,0.004405,https://freesound.org/s/260726/,freesound_public_web,ambience|birds|city|construction|field-recording|nature|outdoors|traffic,daenerys,
True,Footsteps on Foliage - AmbiX_T036_Tr1_4_INV by mjf966 (CC-BY),0.0,,people_footsteps,游客与脚步,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,2026-07-31T09:05:33.759954+00:00,66.0,761636,,,,,,,,background_privacy_review,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\people_footsteps\freesound_761636.mp3,,,Footsteps on Foliage - AmbiX_T036_Tr1_4_INV,58,-5.147,hq-mp3,f7be540ba88ffd82e139fb3d47c85ae8a0ced419a6d9dfe8f226b33ff14a84d9,https://cdn.freesound.org/previews/761/761636_4619827-hq.mp3,medium,background_privacy_review,usable_level_candidate,,footsteps outdoor field-recording -music -synthetic,,machine_labeled_needs_listening,,-41.173,48000.0,0.051515,https://freesound.org/s/761636/,freesound_public_web,AmbiX|ambisonic|feet|foley|foliage|foot|footstep|footsteps|outdoor|step|steps|walk|walking,mjf966,
True,Calm mumbling crowd with horse drawn carriage hooves and bells by imagefilm.berlin (CC-BY),0.0,,people_footsteps,游客与脚步,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,2026-07-31T08:50:26.850021+00:00,62.75,763506,,,,,,,,background_privacy_review,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\people_footsteps\freesound_763506.mp3,,crowd|mumbling|people,Calm mumbling crowd with horse drawn carriage hooves and bells,596,-8.067,hq-mp3,b1ab22e215d7f211545e51f4ce5e23e2842ae3d66dca35dc30387457a4777962,https://cdn.freesound.org/previews/763/763506_15939706-hq.mp3,medium,background_privacy_review,usable_level_candidate,,outdoor people footsteps ambience field-recording -music,,machine_labeled_needs_listening,,-33.678,48000.0,0.0,https://freesound.org/s/763506/,freesound_public_web,ambiance|ambience|bell|bells|carriage|crowd|field|footsteps|historical|hooves|horse-drawn|horses|market|mumbling|open|organic|outdoor|people|recording|rural|scene|sounds|soundscape|waiting,imagefilm.berlin,
False,Three People Walking on Concrete – Group Footsteps by ZackSoundLab (CC0),0.0,,people_footsteps,游客与脚步,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,2026-07-31T09:03:19.543945+00:00,10.242,789609,,,,,,,,background_privacy_review,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\people_footsteps\freesound_789609.mp3,,crowd|people,Three People Walking on Concrete – Group Footsteps,492,-4.472,hq-mp3,845985c17bde3a299674d72b213c9a0b905941ee091a2ce169f4ef5b61f38f80,https://cdn.freesound.org/previews/789/789609_15768996-hq.mp3,medium,background_privacy_review,usable_level_candidate,,outdoor people footsteps ambience field-recording -music,,machine_labeled_needs_listening,,-34.913,48000.0,0.504854,https://freesound.org/s/789609/,freesound_public_web,ambience|city|concrete|crowd|foley|footsteps|group|movement|outdoor|pavement|shoes|walk|walking,ZackSoundLab,
True,AMBPubl_Public Square 03_KVV AUDIO_FREE by KVV_Audio (CC-BY),0.0,,people_footsteps,游客与脚步,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,2026-07-31T09:03:03.955016+00:00,30.0,828011,,,,,,,,background_privacy_review,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\people_footsteps\freesound_828011.mp3,,crowd|people|talking,AMBPubl_Public Square 03_KVV AUDIO_FREE,90,-9.637,hq-mp3,e287707f6116e3638ec1d85cd1e59dbdf5ad3940003773fd96d63e4bd8c24ff7,https://cdn.freesound.org/previews/828/828011_12846320-hq.mp3,medium,background_privacy_review,usable_level_candidate,,outdoor people footsteps ambience field-recording -music,,machine_labeled_needs_listening,,-28.283,96000.0,0.0,https://freesound.org/s/828011/,freesound_public_web,Ambience|Atmosphere|Background|City|Crowd|Environment|Footsteps|Outdoor|People|Public|Square|Talking|Urban,KVV_Audio,
False,Camp John Hay - General Ambience by ElevatorFan2020 (CC0),0.0,,people_footsteps,游客与脚步,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,possible,no_strong_birdnet_evidence,2026-07-31T09:03:56.422549+00:00,57.6844,842151,,,,,,,,background_privacy_review,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\people_footsteps\freesound_842151.mp3,,,Camp John Hay - General Ambience,62,-7.123,hq-mp3,040a572e3dff352e02da5a06cf88e04d533decaa6ec4366b9375b264e05c37e0,https://cdn.freesound.org/previews/842/842151_14269391-hq.mp3,medium,background_privacy_review,usable_level_candidate,,outdoor people footsteps ambience field-recording -music,,machine_labeled_needs_listening,,-27.736,44100.0,0.0,https://freesound.org/s/842151/,freesound_public_web,ambience|atmospheric|audio|background|cinematic|design|destination|environment|environmental|forest|game|immersive|location|mixed-use|mobile|natural|nature|outdoor|pine|quiet|recording|scenic|site|sound|sounds|tourist|trees,ElevatorFan2020,
True,VNP_thurston_02.wav by volivieri (CC-BY),0.059495,鹊鸲:0.059495@15.0-18.0,rain_water_park,雨水与公园环境,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:09:27.358836+00:00,40.976,173447,,,,,,,,background,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\rain_water_park\freesound_173447.mp3,bird,,VNP_thurston_02.wav,181,-1.284,hq-mp3,cdaa7dab555bed9f55b9e4841a326b6fd2d7939cc8daf9d199cd824e87178185,https://cdn.freesound.org/previews/173/173447_374422-hq.mp3,low,background_candidate,usable_level_candidate,,rain water park ambience field-recording -music -loop,,machine_labeled_needs_listening,,-32.506,48000.0,0.041463,https://freesound.org/s/173447/,freesound_public_web,ambience|bird|breeze|cave|chirp|drip|drop|field-recording|morning|rain-forest|woods,volivieri,
False,Rain Dripping 01.wav by NHumphrey (CC0),0.0,,rain_water_park,雨水与公园环境,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:10:35.635322+00:00,22.72,200972,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_200972.mp3,,,Rain Dripping 01.wav,140,-13.29,hq-mp3,b40ec9d6ba284893d64d1530e151c341ce74f4b6e74769220fd9a4ba471514ec,https://cdn.freesound.org/previews/200/200972_3430035-hq.mp3,low,background_candidate,very_quiet_review,,rain outdoors field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-46.414,48000.0,0.02193,https://freesound.org/s/200972/,freesound_public_web,Drip|Field-Recording|Light-Rain|Outdoors|Rain|Storm|Water|Weather,NHumphrey,
False,rain under a umbrella.mp3 by tec_studio (CC0),0.0,,rain_water_park,雨水与公园环境,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:08:30.669476+00:00,115.737,232204,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_232204.mp3,,,rain under a umbrella.mp3,184,-1.962,hq-mp3,77c12a02f3c77c6f6cb9db1d17c9a0849ef8143c2aaaf5c21cc279b72d7777fe,https://cdn.freesound.org/previews/232/232204_1431924-hq.mp3,low,background_candidate,usable_level_candidate,,rain water park ambience field-recording -music -loop,,machine_labeled_needs_listening,,-26.773,44100.0,0.0,https://freesound.org/s/232204/,freesound_public_web,ambience|ambient|rain|storm|umbrella|water,tec_studio,
False,rain - drops on porch.wav by Anthousai (CC0),0.0,,rain_water_park,雨水与公园环境,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:13:56.648178+00:00,30.9911,398740,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_398740.mp3,,,rain - drops on porch.wav,3559,-2.652,hq-mp3,4e9c8c288479301d0398f5f2102c637e4c13d2c0c3d6865798a903ca02387295,https://cdn.freesound.org/previews/398/398740_5923045-hq.mp3,low,background_candidate,usable_level_candidate,,rain outdoors field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-35.02,96000.0,0.006452,https://freesound.org/s/398740/,freesound_public_web,ambiance|ambience|ambient|atmosphere|dripping|droplet|droplets|drops|field-recording|gloomy|gloomy-weather|gray|grey|nature|outdoors|outside|rain|rain-drops|raindrops|raining|rainy|soundscape|water|weather|wet|wood|wooden,Anthousai,
True,Crunchy Crisp Rain.WAV by Astounded (CC-BY),0.0,,rain_water_park,雨水与公园环境,3.3e-07,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:11:15.021752+00:00,62.4742,521388,,,,,,,,background,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\rain_water_park\freesound_521388.mp3,birds,,Crunchy Crisp Rain.WAV,147,0.057,hq-mp3,ede924edb7a4c03eb893468f93cf3b69e5a6f0ac30ff70f0146520a87d7b7de2,https://cdn.freesound.org/previews/521/521388_10201334-hq.mp3,low,background_candidate,usable_level_candidate,,rain outdoors field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-29.393,96000.0,0.0,https://freesound.org/s/521388/,freesound_public_web,Astbury|Drip|Field-Recording|Outdoors|Rain|Storm|Water|Weather|ambient|birds|field-recording|forest|nature|rain-drops|rain-shower|shower|splash|trees,Astounded,
False,Outdoors_Night_RainOnRoofing.wav by MrFossy (CC0),0.0,,rain_water_park,雨水与公园环境,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:13:32.613011+00:00,90.0,521841,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_521841.mp3,,,Outdoors_Night_RainOnRoofing.wav,136,-12.375,hq-mp3,681b0361e7300d130f47c1b25b0ddc78daf43486603a11aeecaec80feae86aca,https://cdn.freesound.org/previews/521/521841_129727-hq.mp3,low,background_candidate,usable_level_candidate,,rain outdoors field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-33.231,96000.0,0.0,https://freesound.org/s/521841/,freesound_public_web,ambience|corrugated-roofing|field-recording|night|outdoors|rain|suburban,MrFossy,
True,Rainy Sunday by the pond.wav by dibko (CC-BY),0.0,,rain_water_park,雨水与公园环境,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T08:51:28.064393+00:00,50.5107,569803,,,,,,,,background,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\rain_water_park\freesound_569803.mp3,bird|birds|birdsong,,Rainy Sunday by the pond.wav,85,-1.457,hq-mp3,b8f9b2d923441450e6329ec68614ce2385c7a0f8f76e0a703dbfcba7bbd396ab,https://cdn.freesound.org/previews/569/569803_10152894-hq.mp3,low,background_candidate,usable_level_candidate,,rain water park ambience field-recording -music -loop,,machine_labeled_needs_listening,,-26.49,44100.0,0.0,https://freesound.org/s/569803/,freesound_public_web,ambience|ambient|animal|bird|birds|birdsong|blackcoot|field-recording|forest|nature|pond|rain|raindrops|spring|swan|water|woodpecker,dibko,
False,Water drips in stairwell.wav by jekyll123 (CC0),0.0,,rain_water_park,雨水与公园环境,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:07:45.354898+00:00,57.5,582921,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_582921.mp3,,,Water drips in stairwell.wav,80,-10.164,hq-mp3,9fde9069263fc311c9ee372ac9efdf865c4203ca8b66fffb00bb98aef7ea8aa1,https://cdn.freesound.org/previews/582/582921_7811542-hq.mp3,low,background_candidate,usable_level_candidate,,rain water park ambience field-recording -music -loop,,machine_labeled_needs_listening,,-41.238,48000.0,0.022609,https://freesound.org/s/582921/,freesound_public_web,ambiance|ambience|ambient|atmo|atmos|atmosphere|background|background-sound|field-recording|rain|rainfall|soundscape|water,jekyll123,
False,Jet in the sky in the rain by Lumamorph (CC0),0.0,,rain_water_park,雨水与公园环境,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:12:24.064839+00:00,48.7691,636568,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\rain_water_park\freesound_636568.mp3,,,Jet in the sky in the rain,202,-0.241,hq-mp3,796c898635d5e9df8ef89992e0c93ed2da6453ac078a9acdcf4a69e3dc7bc1ef,https://cdn.freesound.org/previews/636/636568_10150854-hq.mp3,low,background_candidate,usable_level_candidate,,rain outdoors field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-17.629,88200.0,0.0,https://freesound.org/s/636568/,freesound_public_web,aeroplane|airbus|aircraft|airplane|ambiance|ambience|ambient|atmosphere|background|boeing|cinematic|droplets|drops|engine|environment|field-recording|flight|flying|jet|nature|noise|outdoor|outdoors|passing|plane|rain|sfx|sound|soundscape|stereo,Lumamorph,
True,ambient fens Kampina National Park Netherlands 1 pm 260317_0084 by klankbeeld (CC-BY),0.0,,rain_water_park,雨水与公园环境,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T09:09:01.441005+00:00,60.0,848492,,,,,,,,background,category_title_tags_heuristic,https://creativecommons.org/licenses/by/4.0/,CC-BY,Attribution 4.0,data\raw\freesound\previews\rain_water_park\freesound_848492.mp3,bird|birds|birdsong,,ambient fens Kampina National Park Netherlands 1 pm 260317_0084,31,-6.612,hq-mp3,e7914eb0740f1c6ad60031d745c7c68f857377e78dac3cd3db94761f48794fd2,https://cdn.freesound.org/previews/848/848492_1648170-hq.mp3,low,background_candidate,usable_level_candidate,,rain water park ambience field-recording -music -loop,,machine_labeled_needs_listening,,-26.763,48000.0,0.0,https://freesound.org/s/848492/,freesound_public_web,Kampina|Netherlands|ambient|background-sound|bird|birds|birdsong|fens|field-recording|general-noise|heath|heathland|marsh|marshes|marshland|moorland|moors|park|pond|van-gogh-nationaal-park|white-noise|wind,klankbeeld,
True,Hunebed D26 Drouwenerveld.flac by uair01 (CC-BY),0.0,,wind_trees,风与树叶,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T08:56:24.648721+00:00,39.1174,243880,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/licenses/by/3.0/,CC-BY,Attribution 3.0,data\raw\freesound\previews\wind_trees\freesound_243880.mp3,,,Hunebed D26 Drouwenerveld.flac,159,-17.186,hq-mp3,799ba9bdea5cf0ab0c3f7dd2f4242dada56f6abbf115c9a99c28ebb53a83239e,https://cdn.freesound.org/previews/243/243880_717853-hq.mp3,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-40.546,44100.0,0.015306,https://freesound.org/s/243880/,freesound_public_web,dolmen|farm|field-recording|leaves|machinery|megalith|nature|rustling|silent|tree|wind,uair01,
True,Hunebed D22 Bronneger.flac by uair01 (CC-BY),0.0,,wind_trees,风与树叶,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T08:56:03.370572+00:00,40.8531,243881,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/licenses/by/3.0/,CC-BY,Attribution 3.0,data\raw\freesound\previews\wind_trees\freesound_243881.mp3,bird,,Hunebed D22 Bronneger.flac,123,-12.213,hq-mp3,e048a0af841ddcb65c09e7857d5e217fcc3fd719afb3b4151f7ff51950ffab30,https://cdn.freesound.org/previews/243/243881_717853-hq.mp3,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-31.462,44100.0,0.00489,https://freesound.org/s/243881/,freesound_public_web,bird|dolmen|farm|field-recording|leaves|machinery|megalith|nature|rustling|silent|tree|wind,uair01,
True,Hunebed D18 Rolde.flac by uair01 (CC-BY),0.0,,wind_trees,风与树叶,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T08:56:47.665666+00:00,39.4249,243882,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/licenses/by/3.0/,CC-BY,Attribution 3.0,data\raw\freesound\previews\wind_trees\freesound_243882.mp3,,,Hunebed D18 Rolde.flac,317,-14.537,hq-mp3,5e6abce47d8c84a94095a15352d0a23bcc800bd683deda32826571e0d9fa9238,https://cdn.freesound.org/previews/243/243882_717853-hq.mp3,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-38.493,44100.0,0.012658,https://freesound.org/s/243882/,freesound_public_web,dolmen|field-recording|leaves|megalith|nature|rustling|silent|tree|wind,uair01,
True,Hunebed D36 Valthe.flac by uair01 (CC-BY),0.0,,wind_trees,风与树叶,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T08:55:41.591196+00:00,70.808,243883,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/licenses/by/3.0/,CC-BY,Attribution 3.0,data\raw\freesound\previews\wind_trees\freesound_243883.mp3,bird,,Hunebed D36 Valthe.flac,291,-4.911,hq-mp3,92700390cbfed5f9ddb5ab54ac050bf495ebb727a4fef13ddca5ed6ffad6c462,https://cdn.freesound.org/previews/243/243883_717853-hq.mp3,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-38.375,44100.0,0.007052,https://freesound.org/s/243883/,freesound_public_web,bird|dolmen|farm|field-recording|leaves|machinery|megalith|nature|rustling|silent|tree|wind,uair01,
False,"windy winter day, wind in trees, from distance.wav by lwdickens (CC0)",0.0,,wind_trees,风与树叶,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T08:48:46.167382+00:00,83.264,259968,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_259968.mp3,,,"windy winter day, wind in trees, from distance.wav",2103,-26.516,hq-mp3,dae9bdd6417c9fba83a5662b8f50bf893442ffb0397dac524a7a783a4bb022df,https://cdn.freesound.org/previews/259/259968_2663250-hq.mp3,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-43.255,48000.0,0.006002,https://freesound.org/s/259968/,freesound_public_web,ambient|field-recording|leaves|residential|trees|wind|winter,lwdickens,
False,Leaves in wind.WAV by Sandermotions (CC0),0.0,,wind_trees,风与树叶,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T08:57:24.401946+00:00,90.2,276294,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_276294.mp3,,,Leaves in wind.WAV,3921,-23.262,hq-mp3,5681715006aacd28c0b69006773abbecc3f8728309d8831e887400c12b5f1c57,https://cdn.freesound.org/previews/276/276294_1402315-hq.mp3,low,background_candidate,very_quiet_review,,wind trees leaves field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-51.611,96000.0,0.866962,https://freesound.org/s/276294/,freesound_public_web,field|forest|leaves|recording|tree|wind,Sandermotions,
False,Strong Wind Recorded with Soundfield Microphone Manchester 2 by keirofinch (CC0),0.0,,wind_trees,风与树叶,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T08:53:56.425808+00:00,19.7888,376534,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_376534.mp3,,,Strong Wind Recorded with Soundfield Microphone Manchester 2,1050,-20.094,hq-mp3,2542f7f1fe333b8ab74c65cd59570e77cf75a775cb0bf7e69f4ec21ea7183a95,https://cdn.freesound.org/previews/376/376534_3256739-hq.mp3,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-36.772,48000.0,0.0,https://freesound.org/s/376534/,freesound_public_web,ambisonics|blow|blowing|branches|breeze|calrec|desert|foliage|forceful|gale|gust|howling|leaves|nature-sound|recording|soundfield|storm|stormy|strong|tree|trees|wind|windy,keirofinch,
False,"Glade.Crickets.Trees noise_3(Eq,MSprcssng).wav by newlocknew (CC0)",0.0,,wind_trees,风与树叶,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T08:54:24.909123+00:00,60.1094,529779,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_529779.mp3,,,"Glade.Crickets.Trees noise_3(Eq,MSprcssng).wav",157,-19.899,hq-mp3,ed490dc695877cc5583bd57079d835b723378d4c9437738dbfa0012e596070e4,https://cdn.freesound.org/previews/529/529779_5828667-hq.mp3,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-40.565,48000.0,0.518272,https://freesound.org/s/529779/,freesound_public_web,ambiance|ambience|atmo|atmos|atmosphere|background|background-sound|clearing|creak|crickets|environment|field-recording|forest|forest-noise|general-noise|glade|leaves|meadow|nature|noise|road|soundscape|trees|trees-noise|wind|woods,newlocknew,
False,windy_120.wav by StephanBrenn (CC0),0.0,,wind_trees,风与树叶,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T08:55:07.184059+00:00,110.225,656899,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_656899.mp3,,,windy_120.wav,59,-28.652,hq-mp3,73ff62119b2c6e1541cd9f4177433b8bffa448b3fc76d3873bcd756be8ee8225,https://cdn.freesound.org/previews/656/656899_13145737-hq.mp3,low,background_candidate,usable_level_candidate,,wind trees leaves field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-43.649,48000.0,0.00272,https://freesound.org/s/656899/,freesound_public_web,autumn|field-recording|gust|gusts|gusty|leaves|midnight|nature|stormy|trees|wind|windy,StephanBrenn,
False,Silent forest by ZHR%C3%98 (CC0),0.0,,wind_trees,风与树叶,0.0,Public HTML fallback; metadata must be rechecked before publication.,True,unlikely,no_strong_birdnet_evidence,2026-07-31T08:53:38.834958+00:00,39.4286,753418,,,,,,,,background,category_title_tags_heuristic,http://creativecommons.org/publicdomain/zero/1.0/,CC0,Creative Commons 0,data\raw\freesound\previews\wind_trees\freesound_753418.mp3,birds,,Silent forest,684,-20.359,hq-mp3,c43a195d989a24cf4e9da62eb8bc79f02c5cb4afb9b302275870fed952a9c507,https://cdn.freesound.org/previews/753/753418_10859468-hq.mp3,low,background_candidate,very_quiet_review,,wind trees leaves field-recording -music -loop -synthetic,,machine_labeled_needs_listening,,-47.205,96000.0,0.721519,https://freesound.org/s/753418/,freesound_public_web,ambiance|ambience|ambient|atmosphere|background-sound|birds|field-recording|forest|leaves|loopable|nature|noise|silent|soundscape|trees|white|white-noise|wind,ZHR%C3%98,
